Unnamed: 0,mse,mae,r2
b0 l0,0.570012830163045,0.670821597993694,0.165400560988103
b0 l1,0.740732387498761,0.819031384165123,-0.0845630174457245
b0 l2,0.566597568904559,0.628938307270241,0.170401106554061
b1 l0,0.565040114578727,0.613981419404863,0.172681494709981
b1 l1,0.59482979662467,0.558474657255416,0.129064139786978
b1 l2,0.607671809879323,0.568019151004723,0.110261164676662
b2 l0,0.662200936085213,0.74927158070612,0.0304208948914584
b2 l1,0.619621677920618,0.606357177256368,0.092764447698066
b2 l2,0.57833434730886,0.629634430088981,0.153216390432436
b3 l0,0.698354944172839,0.695560823287317,-0.0225149572003855
b3 l1,0.621183166344576,0.615376579763029,0.0904781529101298
b3 l2,0.529033582946304,0.596717192024146,0.225401415229294
b4 l0,0.535303432701305,0.634901538226832,0.21622124802724
b4 l1,0.549549694900116,0.615488839475418,0.19536220449353
b4 l2,0.590218676503062,0.577898284158168,0.135815633899154
b5 l0,0.650966963302294,0.724342230092175,0.0468694147955054
b5 l1,0.556563620878878,0.63965800968127,0.185092578307272
b5 l2,0.771773758657487,0.614235925850184,-0.130013066259226
b6 l0,1.03357338178124,0.60854366742863,-0.51333394437019
b6 l1,0.529803679597627,0.627399292531861,0.224273857744324
b6 l2,1.20605433239858,1.00230504673402,-0.765876513603754
b7 l0,1.25290897186298,0.739050008291008,-0.834479979601013
b7 l1,0.528252038067138,0.569133208637204,0.22654573494141
b7 l2,0.568448432183576,0.671705505732421,0.167691115879091
b8 l0,0.702364058323967,0.685565406407667,-0.0283850082666192
b8 l1,0.534226951474592,0.620641450160413,0.217797406633468
b8 l2,0.513602641307679,0.567272003278382,0.247995038659381
b9 l0,0.650767533622045,0.726520485932064,0.0471614150636585
b9 l1,0.546309488750084,0.604949857973521,0.200106438468625
b9 l2,0.529865960772022,0.620347946828076,0.224182667107095
b0 l3,0.615117853008804,0.685437300218764,0.099358842676391
b0 l4,0.683254619663376,0.727062929802538,-0.0004054156293817
b1 l3,0.602947537297859,0.692091473742498,0.117178333971082
b1 l4,0.53832260906047,0.624252280447947,0.211800640696496
b2 l3,0.732032270264321,0.811287648764746,-0.0718245095052543
b2 l4,0.573859198910858,0.602746729798549,0.1597687979307
b3 l3,0.684889921753847,0.746757110762833,-0.0027997866594717
b3 l4,0.740539978807875,0.651678163591053,-0.0842812971458004
b4 l3,0.594953483597237,0.601176469256917,0.128883040217889
b4 l4,0.696085240315756,0.755797015540159,-0.0191917099582088
b5 l3,0.554541582541702,0.62333585535036,0.188053199494316
b5 l4,0.56371219076636,0.683426086484503,0.174625809662567
b6 l3,0.577015347321628,0.699006018942229,0.155147639329211
b6 l4,0.539585534741022,0.59016841077707,0.209951494486574
b7 l3,0.522918219977994,0.586586258336415,0.234355386495601
b7 l4,0.70347571132513,0.792054476686513,-0.0300126645614453
b8 l3,0.529183723265137,0.587674912188502,0.22518158329001
b8 l4,0.868953020548455,0.639002865592375,-0.272300666056924
b9 l3,0.914704626072874,0.620685167582398,-0.339289095586925
b9 l4,1.04746046924579,0.933508805562027,-0.533667092668103
