Unnamed: 0,mse,mae,r2
b0 l0,0.567358484235213,0.500264120197926,-0.377064851523207
b0 l1,0.451942080692649,0.46813113933617,-0.0969317839408561
b0 l2,0.46609783946525,0.529701206242912,-0.131289951473445
b1 l0,0.43271198578766,0.480011200417254,-0.0502574351456455
b1 l1,0.520434691508262,0.515706404840501,-0.263173709573427
b1 l2,0.49782372359333,0.423683437889554,-0.208293470642052
b2 l0,0.435345427433373,0.491674890091003,-0.0566491963153703
b2 l1,0.449315394795939,0.477293492338194,-0.090556419995736
b2 l2,0.641426959854489,0.638034066398102,-0.556840244357419
b3 l0,0.467632425556966,0.470665094504058,-0.135014624016922
b3 l1,0.459000600776198,0.484745886494806,-0.114063879751371
b3 l2,0.427252976576153,0.46627220259249,-0.037007594140022
b4 l0,0.431227417744447,0.44827392022162,-0.0466541639708817
b4 l1,0.732383966935762,0.620191921504081,-0.777606657360316
b4 l2,0.421468817663522,0.478429552791297,-0.0229685656324205
b5 l0,0.467377167430302,0.446006840565011,-0.134395073936925
b5 l1,0.621393914461875,0.457589655756178,-0.508217013286284
b5 l2,0.470361054559938,0.462769519188667,-0.141637419299352
b6 l0,0.450370226543819,0.455978787144792,-0.093116656186148
b6 l1,0.438996470590626,0.44639374652023,-0.0655108302610132
b6 l2,0.540795182504159,0.475838585169089,-0.312591700648328
b7 l0,0.412122008194912,0.491645850660002,-0.000282445391428
b7 l1,0.486868277696867,0.529453093863495,-0.181702946492016
b7 l2,1.05424427138426,0.891369399164032,-1.55881029610389
b8 l0,0.432543498215053,0.46632349060282,-0.0498484903239815
b8 l1,0.495165520170393,0.47030608932802,-0.201841608893903
b8 l2,0.548848745809044,0.521335297158043,-0.332138916852599
b9 l0,0.465363592175731,0.450485574723502,-0.129507822250358
b9 l1,0.421364899508335,0.477685108261818,-0.0227163405526509
b9 l2,0.433287235955368,0.466558696898382,-0.0516536543065377
b0 l3,0.539421296605465,0.541219408831516,-0.309257071778459
b0 l4,0.703433574781713,0.555303364427602,-0.707339676992702
b1 l3,0.435201141681871,0.499418030710257,-0.056298992973939
b1 l4,0.436258898131531,0.486348200054641,-0.058866327857918
b2 l3,0.58117411226288,0.565566169061305,-0.410597470294678
b2 l4,4.69915804199784,2.03064878040546,-10.4055672933325
b3 l3,0.416075694473465,0.493988445216355,-0.0098786399658059
b3 l4,0.788570047983425,0.756288048494684,-0.913978773941717
b4 l3,0.548169707562922,0.491806712619251,-0.330490788327941
b4 l4,0.493659261819008,0.437514240483848,-0.198185692060648
b5 l3,0.56075507583974,0.515234069382745,-0.361037380613141
b5 l4,1.04449385716206,0.712042083295481,-1.53514456608262
b6 l3,0.511682477556155,0.425140612570782,-0.241930762580744
b6 l4,0.574624047280844,0.520200398202683,-0.394699471916962
b7 l3,0.446241512850571,0.579163155724127,-0.0830956436042384
b7 l4,0.472292776707408,0.444885927203944,-0.146326001115089
b8 l3,0.558421690171604,0.467752352411891,-0.35537390068304
b8 l4,1.14320481198812,0.841078784773595,-1.77473098301001
b9 l3,0.558515729524113,0.476867656974744,-0.355602148414587
b9 l4,0.438694385086658,0.453026015260025,-0.0647776230538814
