	T_air_sp	CO2_air_sp
615081600	16.0	750.0
615085200	16.0	700.0
615088800	16.0	700.0
615092400	16.0	700.0
615096000	16.0	700.0
615099600	16.0	700.0
615103200	16.0	700.0
615106800	16.0	700.0
615110400	16.0	700.0
615114000	16.0	800.0
615117600	16.0	700.0
615121200	16.0	700.0
615124800	16.0	700.0
615128400	16.0	1034.0
615132000	22.0	1301.0
615135600	22.0	1497.0
615139200	22.0	1498.0
615142800	22.0	1498.0
615146400	22.0	1200.0
615150000	21.0	1400.0
615153600	18.01	1299.0
615157200	16.0	758.0
615160800	16.0	700.0
615164400	16.0	700.0
615168000	16.0	747.0
615171600	16.0	1019.0
615175200	16.0	748.0
615178800	16.0	700.0
615182400	16.0	700.0
615186000	16.0	700.0
615189600	16.0	700.0
615193200	16.0	700.0
615196800	16.0	700.0
615200400	16.0	700.0
615204000	16.0	700.0
615207600	16.0	800.0
615211200	16.0	800.0
615214800	16.0	700.0
615218400	16.0	700.0
615222000	16.0	753.0
615225600	19.0	1200.0
615229200	22.0	1301.0
615232800	23.0	1302.0
615236400	23.0	1302.0
615240000	22.0	1398.0
615243600	16.0	700.0
615247200	16.0	700.0
615250800	16.0	800.0
615254400	16.0	700.0
615258000	16.0	700.0
615261600	16.0	700.0
615265200	16.0	700.0
615268800	16.0	700.0
615272400	16.0	700.0
615276000	16.0	700.0
615279600	16.0	700.0
615283200	16.0	700.0
615286800	16.0	700.0
615290400	16.0	700.0
615294000	16.0	800.0
615297600	16.0	700.0
615301200	16.0	700.0
615304800	19.0	1300.0
615308400	23.0	1302.0
615312000	23.0	1498.0
615315600	23.0	1498.0
615319200	19.0	1300.0
615322800	16.0	757.0
615326400	21.0	1300.0
615330000	16.0	700.0
615333600	16.0	700.0
615337200	16.0	800.0
615340800	14.49	800.0
615344400	16.0	700.0
615348000	16.0	700.0
615351600	16.0	700.0
615355200	16.0	700.0
615358800	16.0	700.0
615362400	16.0	700.0
615366000	16.0	700.0
615369600	16.0	700.0
615373200	16.0	700.0
615376800	16.0	700.0
615380400	16.0	725.0
615384000	16.0	700.0
615387600	16.0	758.0
615391200	22.0	1400.0
615394800	23.0	1397.0
615398400	23.0	1498.0
615402000	23.0	1498.0
615405600	23.0	1200.0
615409200	22.0	1398.0
615412800	19.0	1200.0
615416400	16.0	700.0
615420000	16.0	700.0
615423600	16.0	800.0
615427200	16.0	810.0
615430800	16.0	884.0
615434400	16.0	751.0
615438000	16.0	700.0
615441600	16.0	700.0
615445200	16.0	700.0
615448800	16.0	700.0
615452400	16.0	700.0
615456000	16.0	700.0
615459600	16.0	700.0
615463200	16.0	700.0
615466800	16.0	700.0
615470400	16.0	700.0
615474000	16.0	700.0
615477600	16.0	700.0
615481200	16.0	1028.0
615484800	21.0	1300.0
615488400	20.0	1200.0
615492000	22.0	1200.0
615495600	19.0	1300.0
615499200	22.0	1496.0
615502800	16.0	700.0
615506400	16.0	700.0
615510000	16.0	769.0
615513600	16.0	700.0
615517200	16.0	700.0
615520800	16.0	700.0
615524400	16.0	700.0
615528000	16.0	700.0
615531600	16.0	700.0
615535200	16.0	700.0
615538800	16.0	700.0
615542400	16.0	700.0
615546000	16.0	700.0
615549600	16.0	700.0
615553200	16.0	700.0
615556800	16.0	700.0
615560400	16.0	953.0
615564000	16.0	1037.0
615567600	20.0	1200.0
615571200	19.0	1300.0
615574800	20.0	1200.0
615578400	16.0	700.0
615582000	16.0	700.0
615585600	16.0	1500.0
615589200	16.0	700.0
615592800	16.0	700.0
615596400	16.0	700.0
615600000	16.0	800.0
615603600	16.0	700.0
615607200	16.0	700.0
615610800	16.0	700.0
615614400	16.0	700.0
615618000	16.0	700.0
615621600	16.0	700.0
615625200	16.0	700.0
615628800	16.0	700.0
615632400	16.0	700.0
615636000	16.0	700.0
615639600	16.0	700.0
615643200	16.0	700.0
615646800	16.0	955.0
615650400	17.0	1400.0
615654000	16.0	959.0
615657600	16.0	1037.0
615661200	16.0	1500.0
615664800	20.0	1500.0
615668400	21.0	1500.0
615672000	20.0	1500.0
615675600	16.0	742.0
615679200	16.0	700.0
615682800	16.0	770.0
615686400	16.0	751.0
615690000	16.0	872.0
615693600	16.0	700.0
615697200	16.0	700.0
615700800	16.0	700.0
615704400	16.0	700.0
615708000	16.0	700.0
615711600	16.0	700.0
615715200	16.0	700.0
615718800	16.0	700.0
615722400	16.0	700.0
615726000	16.0	700.0
615729600	16.0	700.0
615733200	16.0	888.0
615736800	22.0	1301.0
615740400	23.0	1400.0
615744000	23.0	1498.0
615747600	23.0	1498.0
615751200	23.0	1497.0
615754800	23.0	1301.0
615758400	22.0	1200.0
615762000	16.0	700.0
615765600	16.0	700.0
615769200	16.0	700.0
615772800	16.0	700.0
615776400	16.0	700.0
615780000	16.0	700.0
615783600	16.0	700.0
615787200	16.0	700.0
615790800	16.0	700.0
615794400	16.0	700.0
615798000	16.0	700.0
615801600	16.0	700.0
615805200	16.0	700.0
615808800	16.0	800.0
615812400	16.0	700.0
615816000	16.0	700.0
615819600	16.0	758.0
615823200	21.0	1300.0
615826800	22.0	1301.0
615830400	23.0	1498.0
615834000	23.0	1298.0
615837600	21.0	1500.0
615841200	16.0	892.0
615844800	16.0	874.0
615848400	16.0	892.0
615852000	16.0	700.0
615855600	16.0	800.0
615859200	16.0	700.0
615862800	16.0	700.0
615866400	16.0	700.0
615870000	16.0	700.0
615873600	16.0	700.0
615877200	16.0	700.0
615880800	16.0	700.0
615884400	16.0	700.0
615888000	16.0	700.0
615891600	16.0	700.0
615895200	14.99	800.0
615898800	16.0	723.0
615902400	16.0	700.0
615906000	16.0	741.0
615909600	22.0	1399.0
615913200	23.0	1301.0
615916800	23.0	1498.0
615920400	23.0	1497.0
615924000	23.0	1497.0
615927600	23.0	1301.0
615931200	21.0	1500.0
615934800	16.0	767.0
615938400	16.0	700.0
615942000	16.0	700.0
615945600	14.62	800.0
615949200	16.0	938.0
615952800	16.0	700.0
615956400	16.0	700.0
615960000	16.0	1500.0
615963600	16.0	700.0
615967200	16.0	700.0
615970800	16.0	700.0
615974400	16.0	700.0
615978000	16.0	700.0
615981600	16.0	700.0
615985200	16.0	700.0
615988800	16.0	700.0
615992400	16.0	780.0
615996000	22.0	1200.0
615999600	17.0	1400.0
616003200	23.0	1403.0
616006800	23.0	1498.0
616010400	22.0	1498.0
616014000	23.0	1301.0
616017600	21.0	1400.0
616021200	16.0	700.0
616024800	16.0	700.0
616028400	16.0	700.0
616032000	14.62	800.0
616035600	16.0	995.0
616039200	16.0	700.0
616042800	16.0	700.0
616046400	16.0	700.0
616050000	16.0	700.0
616053600	16.0	700.0
616057200	16.0	700.0
616060800	16.0	700.0
616064400	16.0	700.0
616068000	16.0	700.0
616071600	16.0	725.0
616075200	16.0	700.0
616078800	16.0	989.0
616082400	22.0	1498.0
616086000	22.0	1200.0
616089600	23.0	1301.0
616093200	23.0	1399.0
616096800	22.0	1498.0
616100400	23.0	1301.0
616104000	22.0	1400.0
616107600	16.0	700.0
616111200	16.0	800.0
616114800	15.12	800.0
616118400	16.0	756.0
616122000	16.0	700.0
616125600	16.0	700.0
616129200	16.0	700.0
616132800	16.0	700.0
616136400	15.44	800.0
616140000	15.39	800.0
616143600	15.41	800.0
616147200	16.0	700.0
616150800	16.0	700.0
616154400	16.0	700.0
616158000	16.0	800.0
616161600	16.0	700.0
616165200	16.0	752.0
616168800	22.0	1497.0
616172400	23.0	1400.0
616176000	23.0	1498.0
616179600	23.0	1301.0
616183200	23.0	1299.0
616186800	21.0	1500.0
616190400	22.0	1496.0
616194000	16.0	700.0
616197600	16.0	756.0
616201200	16.0	793.0
616204800	16.0	800.0
616208400	16.0	755.0
616212000	16.0	700.0
616215600	16.0	700.0
616219200	16.0	700.0
616222800	16.0	700.0
616226400	16.0	700.0
616230000	16.0	700.0
616233600	16.0	700.0
616237200	16.0	700.0
616240800	16.0	700.0
616244400	16.0	800.0
616248000	16.0	700.0
616251600	16.0	751.0
616255200	22.28	1412.0
616258800	23.0	1498.0
616262400	23.0	1489.0
616266000	23.0	1489.0
616269600	23.0	1489.0
616273200	23.0	1489.0
616276800	23.0	1201.0
616280400	16.0	700.0
616284000	16.0	800.0
616287600	16.0	700.0
616291200	16.0	886.0
616294800	16.0	700.0
616298400	16.0	700.0
616302000	16.0	700.0
616305600	16.0	700.0
616309200	16.0	700.0
616312800	16.0	700.0
616316400	16.0	700.0
616320000	16.0	700.0
616323600	16.0	700.0
616327200	15.32	800.0
616330800	16.0	800.0
616334400	16.0	700.0
616338000	16.0	756.0
616341600	22.0	1301.0
616345200	23.0	1302.0
616348800	23.0	1498.0
616352400	22.0	1200.0
616356000	23.0	1302.0
616359600	22.0	1297.0
616363200	17.0	1400.0
616366800	16.0	754.0
616370400	16.0	700.0
616374000	16.0	800.0
616377600	16.0	742.0
616381200	16.0	700.0
616384800	16.0	700.0
616388400	16.0	700.0
616392000	16.0	700.0
616395600	16.0	700.0
616399200	16.0	700.0
616402800	16.0	700.0
616406400	16.0	700.0
616410000	16.0	700.0
616413600	16.0	700.0
616417200	16.0	700.0
616420800	16.0	700.0
616424400	16.0	1031.0
616428000	22.0	1331.0
616431600	23.0	1400.0
616435200	22.0	1300.0
616438800	21.0	1300.0
616442400	16.0	896.0
616446000	20.0	1500.0
616449600	20.0	1200.0
616453200	16.0	700.0
616456800	16.0	700.0
616460400	16.0	800.0
616464000	16.0	751.0
616467600	16.0	700.0
616471200	16.0	700.0
616474800	16.0	700.0
616478400	16.0	700.0
616482000	16.0	700.0
616485600	16.0	700.0
616489200	16.0	700.0
616492800	16.0	700.0
616496400	16.0	700.0
616500000	16.0	700.0
616503600	16.0	790.0
616507200	16.0	700.0
616510800	17.0	1400.0
616514400	21.0	1500.0
616518000	23.0	1300.0
616521600	16.0	1500.0
616525200	19.0	1300.0
616528800	23.0	1302.0
616532400	22.0	1200.0
616536000	22.0	1496.0
616539600	16.0	894.0
616543200	16.0	800.0
616546800	16.0	731.0
616550400	16.0	800.0
616554000	16.0	700.0
616557600	16.0	700.0
616561200	16.0	700.0
616564800	16.0	700.0
616568400	16.0	700.0
616572000	16.0	700.0
616575600	16.0	700.0
616579200	16.0	700.0
616582800	16.0	700.0
616586400	16.0	700.0
616590000	16.0	731.0
616593600	16.0	700.0
616597200	16.0	700.0
616600800	21.0	1300.0
616604400	23.0	1205.0
616608000	23.0	1498.0
616611600	21.0	1400.0
616615200	23.0	1489.0
616618800	23.0	1301.0
616622400	22.0	1200.0
616626000	16.0	761.0
616629600	16.0	700.0
616633200	16.0	700.0
616636800	14.51	800.0
616640400	16.0	700.0
616644000	16.0	700.0
616647600	16.0	700.0
616651200	16.0	700.0
616654800	16.0	700.0
616658400	16.0	700.0
616662000	16.0	700.0
616665600	16.0	700.0
616669200	16.0	700.0
616672800	16.0	700.0
616676400	16.0	700.0
616680000	16.0	700.0
616683600	16.0	818.0
616687200	20.0	1200.0
616690800	20.04	1492.0
616694400	22.0	1400.0
616698000	22.0	1308.0
616701600	23.0	1398.0
616705200	22.0	1494.0
616708800	22.0	1200.0
616712400	16.0	700.0
616716000	16.0	700.0
616719600	16.0	800.0
616723200	16.0	700.0
616726800	16.0	700.0
616730400	16.0	700.0
616734000	16.0	700.0
616737600	16.0	700.0
616741200	16.0	700.0
616744800	16.0	700.0
616748400	16.0	700.0
616752000	16.0	700.0
616755600	16.0	800.0
616759200	16.0	700.0
616762800	16.0	700.0
616766400	16.0	700.0
616770000	16.0	898.0
616773600	19.0	1300.0
616777200	22.0	1400.0
616780800	23.0	1400.0
616784400	23.0	1498.0
616788000	23.0	1301.0
616791600	20.0	1500.0
616795200	16.0	700.0
616798800	16.0	894.0
616802400	16.0	700.0
616806000	16.0	800.0
616809600	16.0	700.0
616813200	16.0	700.0
616816800	16.0	700.0
616820400	16.0	700.0
616824000	16.0	700.0
616827600	16.0	700.0
616831200	16.0	700.0
616834800	16.0	700.0
616838400	16.0	700.0
616842000	16.0	700.0
616845600	16.0	700.0
616849200	16.0	700.0
616852800	16.0	700.0
616856400	16.0	911.0
616860000	16.0	929.0
616863600	16.0	814.0
616867200	20.0	1300.0
616870800	19.1	1289.0
616874400	16.0	700.0
616878000	16.0	1500.0
616881600	16.0	941.0
616885200	16.0	700.0
616888800	16.0	700.0
616892400	16.0	800.0
616896000	16.0	700.0
616899600	16.0	700.0
616903200	16.0	700.0
616906800	16.0	700.0
616910400	16.0	700.0
616914000	16.0	700.0
616917600	16.0	700.0
616921200	16.0	700.0
616924800	16.0	700.0
616928400	16.0	700.0
616932000	16.0	700.0
616935600	16.0	700.0
616939200	16.0	700.0
616942800	16.0	800.0
616946400	14.47	800.0
616950000	16.0	700.0
616953600	16.0	700.0
616957200	16.0	700.0
616960800	16.0	700.0
616964400	16.0	700.0
616968000	16.0	700.0
616971600	16.0	700.0
616975200	16.0	874.0
616978800	16.0	700.0
616982400	16.0	700.0
616986000	16.0	700.0
616989600	16.0	700.0
616993200	16.0	700.0
616996800	16.0	700.0
617000400	16.0	700.0
617004000	16.0	700.0
617007600	16.0	700.0
617011200	16.0	700.0
617014800	16.0	700.0
617018400	14.46	800.0
617022000	16.0	740.0
617025600	16.0	700.0
617029200	16.0	700.0
617032800	22.0	1397.0
617036400	22.0	1304.0
617040000	23.0	1302.0
617043600	23.0	1229.0
617047200	22.0	1494.0
617050800	20.0	1300.0
617054400	19.0	1300.0
617058000	16.0	781.0
617061600	16.0	700.0
617065200	16.0	700.0
617068800	16.0	700.0
617072400	16.0	700.0
617076000	16.0	700.0
617079600	16.0	700.0
617083200	16.0	700.0
617086800	16.0	700.0
617090400	16.0	700.0
617094000	16.0	700.0
617097600	16.0	700.0
617101200	16.0	700.0
617104800	16.0	700.0
617108400	16.0	800.0
617112000	16.0	700.0
617115600	16.0	1028.0
617119200	20.0	1500.0
617122800	21.0	1400.0
617126400	22.0	1309.0
617130000	23.0	1498.0
617133600	22.0	1200.0
617137200	22.0	1301.0
617140800	20.0	1300.0
617144400	16.0	700.0
617148000	16.0	700.0
617151600	16.0	700.0
617155200	16.0	800.0
617158800	16.0	700.0
617162400	16.0	700.0
617166000	16.0	700.0
617169600	16.0	700.0
617173200	16.0	700.0
617176800	16.0	700.0
617180400	16.0	700.0
617184000	16.0	700.0
617187600	16.0	700.0
617191200	16.0	700.0
617194800	16.0	793.0
617198400	16.0	700.0
617202000	16.0	814.0
617205600	22.0	1401.0
617209200	21.0	1500.0
617212800	23.0	1400.0
617216400	23.0	1498.0
617220000	21.0	1400.0
617223600	23.0	1301.0
617227200	16.0	700.0
617230800	16.0	700.0
617234400	16.0	700.0
617238000	16.0	723.0
617241600	16.0	700.0
617245200	16.0	700.0
617248800	16.0	700.0
617252400	16.0	700.0
617256000	16.0	700.0
617259600	16.0	700.0
617263200	16.0	700.0
617266800	16.0	700.0
617270400	16.0	700.0
617274000	16.0	700.0
617277600	16.0	700.0
617281200	16.0	800.0
617284800	16.0	700.0
617288400	16.0	700.0
617292000	22.0	1400.0
617295600	23.0	1400.0
617299200	23.0	1498.0
617302800	23.0	1497.0
617306400	23.0	1497.0
617310000	23.0	1496.0
617313600	22.0	1300.0
617317200	16.0	898.0
617320800	16.0	700.0
617324400	16.0	800.0
617328000	16.0	700.0
617331600	16.0	700.0
617335200	16.0	700.0
617338800	16.0	700.0
617342400	16.0	700.0
617346000	16.0	700.0
617349600	16.0	700.0
617353200	16.0	700.0
617356800	16.0	700.0
617360400	16.0	700.0
617364000	16.0	700.0
617367600	16.0	800.0
617371200	16.0	700.0
617374800	16.0	700.0
617378400	22.0	1301.0
617382000	23.0	1302.0
617385600	23.0	1201.0
617389200	22.0	1200.0
617392800	23.0	1200.0
617396400	22.0	1398.0
617400000	20.0	1500.0
617403600	16.0	1500.0
617407200	16.0	700.0
617410800	16.0	800.0
617414400	16.0	757.0
617418000	16.0	700.0
617421600	16.0	700.0
617425200	16.0	700.0
617428800	16.0	700.0
617432400	16.0	700.0
617436000	16.0	700.0
617439600	16.0	700.0
617443200	16.0	700.0
617446800	16.0	700.0
617450400	16.0	700.0
617454000	16.0	800.0
617457600	16.0	700.0
617461200	16.0	700.0
617464800	22.0	1301.0
617468400	23.0	1312.0
617472000	23.0	1498.0
617475600	23.0	1498.0
617479200	23.0	1498.0
617482800	23.0	1413.0
617486400	21.0	1300.0
617490000	16.0	700.0
617493600	16.0	700.0
617497200	16.0	800.0
617500800	16.0	700.0
617504400	16.0	700.0
617508000	16.0	700.0
617511600	16.0	700.0
617515200	16.0	700.0
617518800	16.0	700.0
617522400	16.0	700.0
617526000	16.0	700.0
617529600	16.0	700.0
617533200	16.0	700.0
617536800	16.0	700.0
617540400	16.0	800.0
617544000	16.0	700.0
617547600	16.0	700.0
617551200	22.0	1301.0
617554800	23.0	1301.0
617558400	23.0	1498.0
617562000	23.0	1311.0
617565600	21.0	1400.0
617569200	23.0	1399.0
617572800	22.0	1494.0
617576400	16.0	1049.0
617580000	16.0	700.0
617583600	16.0	700.0
617587200	16.0	820.0
617590800	16.0	747.0
617594400	16.0	700.0
617598000	16.0	700.0
617601600	16.0	700.0
617605200	16.0	700.0
617608800	16.0	700.0
617612400	16.0	700.0
617616000	16.0	700.0
617619600	16.0	700.0
617623200	16.0	700.0
617626800	16.0	800.0
617630400	16.0	700.0
617634000	16.0	700.0
617637600	22.0	1301.0
617641200	23.0	1302.0
617644800	23.0	1498.0
617648400	23.0	1498.0
617652000	23.0	1498.0
617655600	16.0	752.0
617659200	16.0	700.0
617662800	16.0	700.0
617666400	16.0	700.0
617670000	16.0	700.0
617673600	16.0	700.0
617677200	16.0	700.0
617680800	16.0	700.0
617684400	16.0	700.0
617688000	16.0	700.0
617691600	16.0	700.0
617695200	16.0	700.0
617698800	16.0	700.0
617702400	16.0	700.0
617706000	16.0	700.0
617709600	16.0	700.0
617713200	16.0	800.0
617716800	16.0	700.0
617720400	16.0	700.0
617724000	22.0	1302.0
617727600	23.0	1400.0
617731200	21.0	1400.0
617734800	20.0	1200.0
617738400	22.0	1304.0
617742000	23.0	1400.0
617745600	22.0	1398.0
617749200	16.0	700.0
617752800	16.0	800.0
617756400	19.0	1200.0
617760000	16.0	898.0
617763600	16.0	700.0
617767200	16.0	700.0
617770800	16.0	700.0
617774400	16.0	700.0
617778000	16.0	700.0
617781600	16.0	700.0
617785200	16.0	700.0
617788800	16.0	700.0
617792400	16.0	700.0
617796000	16.0	700.0
617799600	16.0	700.0
617803200	16.0	700.0
617806800	16.0	700.0
617810400	16.0	752.0
617814000	17.0	1400.0
617817600	20.0	1200.0
617821200	16.0	1037.0
617824800	22.0	1200.0
617828400	23.0	1300.0
617832000	22.0	1297.0
617835600	16.0	700.0
617839200	16.0	800.0
617842800	16.0	749.0
617846400	16.0	700.0
617850000	16.0	700.0
617853600	16.0	700.0
617857200	16.0	700.0
617860800	16.0	700.0
617864400	16.0	700.0
617868000	16.0	700.0
617871600	16.0	700.0
617875200	16.0	700.0
617878800	16.0	700.0
617882400	16.0	700.0
617886000	16.0	793.0
617889600	16.0	700.0
617893200	16.0	700.0
617896800	22.0	1499.0
617900400	23.0	1205.0
617904000	23.0	1498.0
617907600	23.0	1468.0
617911200	23.0	1498.0
617914800	22.0	1200.0
617918400	21.0	1400.0
617922000	16.0	700.0
617925600	16.0	800.0
617929200	16.0	800.0
617932800	16.0	748.0
617936400	16.0	700.0
617940000	16.0	700.0
617943600	16.0	700.0
617947200	16.0	700.0
617950800	16.0	700.0
617954400	16.0	700.0
617958000	16.0	700.0
617961600	16.0	700.0
617965200	16.0	700.0
617968800	16.0	700.0
617972400	16.0	800.0
617976000	16.0	700.0
617979600	16.0	700.0
617983200	22.0	1300.0
617986800	23.0	1302.0
617990400	23.0	1498.0
617994000	23.0	1497.0
617997600	23.0	1301.0
618001200	22.0	1300.0
618004800	21.0	1500.0
618008400	16.0	1500.0
618012000	16.0	700.0
618015600	16.0	700.0
618019200	16.0	961.0
618022800	16.0	749.0
618026400	16.0	752.0
618030000	16.0	700.0
618033600	16.0	700.0
618037200	16.0	700.0
618040800	16.0	700.0
618044400	16.0	700.0
618048000	16.0	700.0
618051600	16.0	700.0
618055200	16.0	700.0
618058800	16.0	800.0
618062400	16.0	700.0
618066000	16.0	888.0
618069600	17.0	1400.0
618073200	21.0	1300.0
618076800	22.0	1401.0
618080400	22.99	1207.0
618084000	23.0	1204.0
618087600	20.0	1200.0
618091200	19.0	1200.0
618094800	16.0	700.0
618098400	16.0	800.0
618102000	16.0	700.0
618105600	16.0	1500.0
618109200	16.0	749.0
618112800	16.0	747.0
618116400	16.0	748.0
618120000	16.0	700.0
618123600	16.0	754.0
618127200	16.0	888.0
618130800	16.0	947.0
618134400	16.0	872.0
618138000	16.0	753.0
618141600	16.0	751.0
618145200	16.0	700.0
618148800	16.0	800.0
618152400	16.0	800.0
618156000	16.0	700.0
618159600	16.0	742.0
618163200	16.0	756.0
618166800	16.0	700.0
618170400	16.0	947.0
618174000	16.0	700.0
618177600	16.0	700.0
618181200	16.0	700.0
618184800	16.0	700.0
618188400	16.0	800.0
618192000	16.0	700.0
618195600	16.0	700.0
618199200	16.0	700.0
618202800	16.0	700.0
618206400	16.0	700.0
618210000	16.0	700.0
618213600	16.0	700.0
618217200	16.0	700.0
618220800	16.0	700.0
618224400	16.0	700.0
618228000	16.0	700.0
618231600	16.0	727.0
618235200	16.0	700.0
618238800	16.0	816.0
618242400	18.0	1300.0
618246000	20.0	1200.0
618249600	20.0	1300.0
618253200	22.0	1400.0
618256800	23.0	1301.0
618260400	22.0	1301.0
618264000	22.0	1400.0
618267600	16.0	781.0
618271200	16.0	787.0
618274800	16.0	754.0
618278400	16.0	700.0
618282000	16.0	700.0
618285600	16.0	700.0
618289200	16.0	700.0
618292800	16.0	700.0
618296400	16.0	700.0
618300000	16.0	700.0
618303600	16.0	700.0
618307200	16.0	700.0
618310800	16.0	700.0
618314400	16.0	700.0
618318000	16.0	800.0
618321600	16.0	771.0
618325200	16.0	700.0
618328800	22.0	1400.0
618332400	23.0	1400.0
618336000	23.0	1498.0
618339600	23.0	1497.0
618343200	23.0	1497.0
618346800	23.0	1497.0
618350400	22.0	1494.0
618354000	16.0	766.0
618357600	16.0	800.0
618361200	16.0	800.0
618364800	16.0	746.0
618368400	16.0	700.0
618372000	16.0	700.0
618375600	16.0	700.0
618379200	16.0	700.0
618382800	16.0	700.0
618386400	16.0	700.0
618390000	16.0	700.0
618393600	16.0	700.0
618397200	16.0	700.0
618400800	16.0	700.0
618404400	16.0	800.0
618408000	16.0	700.0
618411600	16.0	700.0
618415200	16.0	917.0
618418800	16.0	986.0
618422400	16.0	1037.0
618426000	16.0	1500.0
618429600	20.0	1298.0
618433200	19.0	1200.0
618436800	19.0	1200.0
618440400	16.0	750.0
618444000	16.0	700.0
618447600	16.0	752.0
618451200	16.0	700.0
618454800	16.0	700.0
618458400	16.0	700.0
618462000	16.0	700.0
618465600	16.0	700.0
618469200	16.0	700.0
618472800	16.0	700.0
618476400	16.0	700.0
618480000	16.0	700.0
618483600	16.0	700.0
618487200	16.0	700.0
618490800	16.0	700.0
618494400	16.0	700.0
618498000	16.0	752.0
618501600	22.0	1301.0
618505200	23.0	1302.0
618508800	23.0	1498.0
618512400	22.0	1200.0
618516000	16.0	1031.0
618519600	16.0	800.0
618523200	16.0	700.0
618526800	16.0	700.0
618530400	16.0	700.0
618534000	16.0	800.0
618537600	16.0	700.0
618541200	16.0	700.0
618544800	16.0	700.0
618548400	16.0	700.0
618552000	16.0	700.0
618555600	16.0	700.0
618559200	16.0	700.0
618562800	14.95	800.0
618566400	16.0	764.0
618570000	16.0	700.0
618573600	16.0	700.0
618577200	16.0	800.0
618580800	16.0	700.0
618584400	16.0	892.0
618588000	20.0	1300.0
618591600	22.0	1498.0
618595200	21.0	1500.0
618598800	19.0	1205.0
618602400	20.0	1300.0
618606000	19.0	1200.0
618609600	16.0	753.0
618613200	16.0	700.0
618616800	16.0	700.0
618620400	16.0	800.0
618624000	16.0	700.0
618627600	16.0	700.0
618631200	16.0	700.0
618634800	16.0	700.0
618638400	16.0	700.0
618642000	16.0	700.0
618645600	16.0	700.0
618649200	16.0	700.0
618652800	16.0	700.0
618656400	16.0	700.0
618660000	16.0	700.0
618663600	16.0	800.0
618667200	16.0	700.0
618670800	16.0	751.0
618674400	22.0	1204.0
618678000	21.0	1400.0
618681600	23.0	1205.0
618685200	23.0	1399.0
618688800	22.0	1400.0
618692400	21.0	1500.0
618696000	21.0	1300.0
618699600	16.0	747.0
618703200	16.0	700.0
618706800	16.0	774.0
618710400	16.0	700.0
618714000	16.0	700.0
618717600	16.0	700.0
618721200	16.0	700.0
618724800	16.0	700.0
618728400	16.0	700.0
618732000	16.0	700.0
618735600	16.0	700.0
618739200	16.0	700.0
618742800	16.0	700.0
618746400	16.0	764.0
618750000	16.0	700.0
618753600	16.0	731.0
618757200	16.0	700.0
618760800	16.0	700.0
618764400	17.0	1400.0
618768000	21.0	1300.0
618771600	23.0	1498.0
618775200	20.0	1200.0
618778800	16.0	956.0
618782400	20.0	1300.0
618786000	16.0	700.0
618789600	16.0	800.0
618793200	16.0	800.0
618796800	16.0	700.0
618800400	16.0	700.0
618804000	16.0	700.0
618807600	16.0	700.0
618811200	16.0	700.0
618814800	16.0	700.0
618818400	16.0	700.0
618822000	16.0	700.0
618825600	14.97	800.0
618829200	16.0	700.0
618832800	16.0	727.0
618836400	16.0	727.0
618840000	16.0	700.0
618843600	16.0	747.0
618847200	16.0	1500.0
618850800	16.0	744.0
618854400	16.0	816.0
618858000	20.0	1200.0
618861600	16.0	700.0
618865200	16.0	700.0
618868800	22.0	1200.0
618872400	16.0	752.0
618876000	16.0	800.0
618879600	14.49	800.0
618883200	16.0	700.0
618886800	16.0	700.0
618890400	16.0	700.0
618894000	16.0	700.0
618897600	16.0	700.0
618901200	16.0	700.0
618904800	16.0	700.0
618908400	16.0	700.0
618912000	16.0	700.0
618915600	16.0	700.0
618919200	16.0	700.0
618922800	16.0	800.0
618926400	16.0	700.0
618930000	16.0	752.0
618933600	22.0	1301.0
618937200	22.0	1496.0
618940800	23.0	1498.0
618944400	23.0	1414.0
618948000	21.0	1500.0
618951600	19.0	1200.0
618955200	16.0	700.0
618958800	16.0	747.0
618962400	16.0	800.0
618966000	16.0	800.0
618969600	16.0	700.0
618973200	16.0	700.0
618976800	16.0	700.0
618980400	16.0	700.0
618984000	16.0	700.0
618987600	16.0	700.0
618991200	16.0	700.0
618994800	16.0	700.0
618998400	16.0	700.0
619002000	16.0	700.0
619005600	16.0	700.0
619009200	16.0	800.0
619012800	16.0	730.0
619016400	16.0	752.0
619020000	22.0	1302.0
619023600	23.0	1302.0
619027200	23.0	1498.0
619030800	23.0	1498.0
619034400	23.0	1498.0
619038000	23.0	1202.0
619041600	21.0	1397.0
619045200	16.0	700.0
619048800	16.0	700.0
619052400	16.0	800.0
619056000	16.0	700.0
619059600	16.0	700.0
619063200	16.0	700.0
619066800	16.0	700.0
619070400	16.0	700.0
619074000	16.0	700.0
619077600	16.0	700.0
619081200	16.0	700.0
619084800	16.0	700.0
619088400	16.0	700.0
619092000	16.0	700.0
619095600	14.47	800.0
619099200	16.0	800.0
619102800	16.0	700.0
619106400	16.0	752.0
619110000	16.0	874.0
619113600	17.0	1400.0
619117200	22.0	1496.0
619120800	20.0	1500.0
619124400	21.0	1500.0
619128000	22.0	1481.0
619131600	16.0	882.0
619135200	16.0	700.0
619138800	16.0	800.0
619142400	16.0	700.0
619146000	16.0	700.0
619149600	16.0	700.0
619153200	16.0	700.0
619156800	16.0	700.0
619160400	16.0	700.0
619164000	16.0	700.0
619167600	16.0	700.0
619171200	16.0	700.0
619174800	16.0	700.0
619178400	16.0	700.0
619182000	16.0	800.0
