	T_air_sp	CO2_air_sp
104371200	16.0	800.0
104374800	19.0	1300.0
104378400	18.0	1300.0
104382000	16.0	892.0
104385600	16.0	700.0
104389200	16.0	700.0
104392800	16.0	800.0
104396400	15.92	800.0
104400000	16.0	800.0
104403600	15.96	800.0
104407200	16.0	800.0
104410800	16.0	700.0
104414400	16.0	700.0
104418000	20.0	1300.0
104421600	22.0	1303.0
104425200	23.0	1300.0
104428800	23.0	1489.0
104432400	23.0	1490.0
104436000	23.0	1490.0
104439600	23.0	1396.0
104443200	22.0	1301.0
104446800	20.0	1200.0
104450400	16.0	700.0
104454000	16.0	700.0
104457600	15.12	800.0
104461200	17.0	1400.0
104464800	16.0	874.0
104468400	16.0	700.0
104472000	16.0	700.0
104475600	16.0	700.0
104479200	16.0	700.0
104482800	16.0	733.0
104486400	16.0	800.0
104490000	15.89	800.0
104493600	15.87	800.0
104497200	16.0	700.0
104500800	16.0	700.0
104504400	16.0	756.0
104508000	20.0	1200.0
104511600	21.0	1500.0
104515200	20.0	1300.0
104518800	17.0	1400.0
104522400	17.0	1400.0
104526000	21.0	1400.0
104529600	20.0	1500.0
104533200	16.0	782.0
104536800	16.0	700.0
104540400	16.0	700.0
104544000	14.64	800.0
104547600	16.0	700.0
104551200	16.0	700.0
104554800	16.0	700.0
104558400	16.0	700.0
104562000	16.0	789.0
104565600	15.3	800.0
104569200	15.41	800.0
104572800	15.5	800.0
104576400	15.56	800.0
104580000	15.62	800.0
104583600	16.0	700.0
104587200	16.0	700.0
104590800	19.0	1200.0
104594400	20.0	1500.0
104598000	23.0	1207.0
104601600	23.0	1485.0
104605200	23.0	1489.0
104608800	23.0	1203.0
104612400	23.0	1299.0
104616000	21.0	1496.0
104619600	16.0	1085.0
104623200	16.0	700.0
104626800	16.0	700.0
104630400	15.12	800.0
104634000	16.0	878.0
104637600	16.0	700.0
104641200	16.0	700.0
104644800	16.0	700.0
104648400	16.0	700.0
104652000	16.0	700.0
104655600	16.0	700.0
104659200	16.0	700.0
104662800	16.0	800.0
104666400	15.38	800.0
104670000	16.0	700.0
104673600	16.0	700.0
104677200	18.04	1296.0
104680800	17.0	1400.0
104684400	16.0	1494.0
104688000	20.0	1500.0
104691600	21.0	1500.0
104695200	22.99	1209.0
104698800	21.0	1300.0
104702400	16.0	1500.0
104706000	16.0	700.0
104709600	16.0	700.0
104713200	16.0	794.0
104716800	19.0	1200.0
104720400	19.0	1200.0
104724000	20.0	1200.0
104727600	19.0	1200.0
104731200	20.04	1492.0
104734800	20.0	1200.0
104738400	16.0	700.0
104742000	16.0	759.0
104745600	15.23	800.0
104749200	15.51	800.0
104752800	16.0	800.0
104756400	16.0	700.0
104760000	16.0	700.0
104763600	18.0	1300.0
104767200	22.0	1200.0
104770800	20.0	1500.0
104774400	23.0	1206.0
104778000	23.0	1489.0
104781600	23.0	1489.0
104785200	23.0	1304.0
104788800	23.0	1206.0
104792400	20.0	1500.0
104796000	16.0	700.0
104799600	16.0	762.0
104803200	15.32	800.0
104806800	16.0	700.0
104810400	16.0	700.0
104814000	19.0	1200.0
104817600	19.0	1300.0
104821200	19.0	1300.0
104824800	19.0	1300.0
104828400	19.0	1200.0
104832000	18.0	1300.0
104835600	16.0	700.0
104839200	16.0	800.0
104842800	16.0	734.0
104846400	16.0	700.0
104850000	20.0	1300.0
104853600	20.0	1300.0
104857200	19.0	1200.0
104860800	16.0	700.0
104864400	16.0	700.0
104868000	16.0	898.0
104871600	19.0	1300.0
104875200	21.0	1400.0
104878800	21.04	1488.0
104882400	16.0	700.0
104886000	16.0	761.0
104889600	16.0	800.0
104893200	16.0	884.0
104896800	16.0	700.0
104900400	16.0	700.0
104904000	16.0	700.0
104907600	16.0	700.0
104911200	16.0	775.0
104914800	16.0	752.0
104918400	19.0	1200.0
104922000	19.0	1200.0
104925600	16.0	800.0
104929200	16.0	700.0
104932800	16.0	700.0
104936400	20.0	1500.0
104940000	22.0	1493.0
104943600	23.0	1466.0
104947200	23.0	1492.0
104950800	23.0	1490.0
104954400	23.0	1490.0
104958000	23.0	1490.0
104961600	22.0	1493.0
104965200	21.0	1300.0
104968800	16.0	700.0
104972400	16.0	775.0
104976000	16.0	800.0
104979600	16.0	1500.0
104983200	16.0	761.0
104986800	16.0	700.0
104990400	16.0	700.0
104994000	16.0	700.0
104997600	16.0	800.0
105001200	15.74	800.0
105004800	15.98	800.0
105008400	16.0	800.0
105012000	16.0	800.0
105015600	16.0	700.0
105019200	16.0	700.0
105022800	20.0	1500.0
105026400	22.0	1492.0
105030000	23.0	1400.0
105033600	23.0	1490.0
105037200	23.0	1489.0
105040800	23.0	1489.0
105044400	23.0	1481.0
105048000	22.0	1491.0
105051600	20.0	1500.0
105055200	16.0	700.0
105058800	16.0	758.0
105062400	16.0	800.0
105066000	16.0	896.0
105069600	16.0	700.0
105073200	16.0	700.0
105076800	16.0	700.0
105080400	16.0	800.0
105084000	15.63	800.0
105087600	16.0	800.0
105091200	15.89	800.0
105094800	15.87	800.0
105098400	16.0	800.0
105102000	16.0	700.0
105105600	16.0	700.0
105109200	20.0	1300.0
105112800	22.0	1401.0
105116400	23.0	1394.0
105120000	23.0	1490.0
105123600	23.0	1490.0
105127200	23.0	1394.0
105130800	23.0	1489.0
105134400	22.0	1490.0
105138000	21.0	1300.0
105141600	16.0	700.0
105145200	16.0	768.0
105148800	16.0	800.0
105152400	16.0	1500.0
105156000	16.0	892.0
105159600	16.0	700.0
105163200	16.0	700.0
105166800	16.0	700.0
105170400	16.0	700.0
105174000	15.38	800.0
105177600	15.54	800.0
105181200	15.7	800.0
105184800	16.0	800.0
105188400	16.0	700.0
105192000	16.0	700.0
105195600	20.0	1300.0
105199200	22.0	1301.0
105202800	20.0	1200.0
105206400	20.0	1500.0
105210000	21.0	1397.0
105213600	23.0	1201.0
105217200	20.0	1200.0
105220800	21.0	1397.0
105224400	16.0	700.0
105228000	16.0	700.0
105231600	16.0	700.0
105235200	14.87	800.0
105238800	16.0	812.0
105242400	16.0	755.0
105246000	16.0	944.0
105249600	16.0	700.0
105253200	16.0	700.0
105256800	16.0	700.0
105260400	16.0	700.0
105264000	16.0	700.0
105267600	15.65	800.0
105271200	16.0	800.0
105274800	16.0	700.0
105278400	16.0	700.0
105282000	19.0	1200.0
105285600	20.0	1200.0
105289200	20.0	1500.0
105292800	16.0	700.0
105296400	16.0	1500.0
105300000	16.0	700.0
105303600	16.0	700.0
105307200	16.0	700.0
105310800	16.0	700.0
105314400	16.0	700.0
105318000	16.0	800.0
105321600	16.0	700.0
105325200	16.0	700.0
105328800	16.0	700.0
105332400	16.0	700.0
105336000	16.0	700.0
105339600	16.0	700.0
105343200	16.0	759.0
105346800	16.0	700.0
105350400	16.0	700.0
105354000	16.0	700.0
105357600	16.0	700.0
105361200	16.0	800.0
105364800	16.0	700.0
105368400	16.0	700.0
105372000	16.0	700.0
105375600	16.0	1100.0
105379200	19.0	1200.0
105382800	20.0	1300.0
105386400	16.0	1494.0
105390000	18.0	1300.0
105393600	16.0	700.0
105397200	16.0	700.0
105400800	16.0	700.0
105404400	16.0	771.0
105408000	16.0	800.0
105411600	16.0	1100.0
105415200	16.0	1500.0
105418800	16.0	1043.0
105422400	16.0	1494.0
105426000	16.0	771.0
105429600	16.0	700.0
105433200	16.0	700.0
105436800	16.0	700.0
105440400	16.0	700.0
105444000	16.0	700.0
105447600	16.0	800.0
105451200	16.0	792.0
105454800	16.0	700.0
105458400	16.0	700.0
105462000	16.0	756.0
105465600	16.0	754.0
105469200	16.0	700.0
105472800	16.0	700.0
105476400	16.0	700.0
105480000	16.0	759.0
105483600	16.0	700.0
105487200	16.0	700.0
105490800	16.0	733.0
105494400	16.0	800.0
105498000	16.0	700.0
105501600	16.0	700.0
105505200	16.0	700.0
105508800	16.0	700.0
105512400	16.0	700.0
105516000	16.0	700.0
105519600	15.37	800.0
105523200	15.33	800.0
105526800	16.0	700.0
105530400	16.0	800.0
105534000	16.0	700.0
105537600	16.0	700.0
105541200	16.0	700.0
105544800	18.0	1300.0
105548400	20.0	1200.0
105552000	20.0	1300.0
105555600	23.0	1498.0
105559200	23.0	1498.0
105562800	23.0	1304.0
105566400	16.0	1500.0
105570000	16.0	898.0
105573600	16.0	700.0
105577200	16.0	700.0
105580800	16.0	800.0
105584400	17.0	1400.0
105588000	17.0	1400.0
105591600	20.0	1200.0
105595200	21.0	1397.0
105598800	19.0	1300.0
105602400	16.0	760.0
105606000	16.0	700.0
105609600	16.0	700.0
105613200	15.92	800.0
105616800	16.0	800.0
105620400	16.0	700.0
105624000	16.0	700.0
105627600	21.0	1397.0
105631200	23.0	1206.0
105634800	23.0	1489.0
105638400	23.0	1489.0
105642000	23.0	1489.0
105645600	23.0	1489.0
105649200	23.0	1489.0
105652800	23.0	1205.0
105656400	21.0	1397.0
105660000	16.0	700.0
105663600	16.0	765.0
105667200	16.0	800.0
105670800	16.0	700.0
105674400	16.0	700.0
105678000	16.0	700.0
105681600	16.0	700.0
105685200	16.0	700.0
105688800	15.92	800.0
105692400	15.96	800.0
105696000	16.0	800.0
105699600	16.0	800.0
105703200	16.0	800.0
105706800	16.0	700.0
105710400	16.0	700.0
105714000	21.0	1400.0
105717600	23.0	1205.0
105721200	23.0	1489.0
105724800	23.0	1489.0
105728400	23.0	1489.0
105732000	23.0	1497.0
105735600	23.0	1489.0
105739200	21.0	1500.0
105742800	19.0	1200.0
105746400	16.0	700.0
105750000	16.0	794.0
105753600	16.0	800.0
105757200	16.0	700.0
105760800	16.0	700.0
105764400	16.0	700.0
105768000	16.0	700.0
105771600	16.0	700.0
105775200	16.0	1500.0
105778800	16.0	700.0
105782400	16.0	700.0
105786000	16.0	700.0
105789600	16.0	800.0
105793200	16.0	700.0
105796800	16.0	700.0
105800400	18.0	1300.0
105804000	21.0	1300.0
105807600	23.0	1498.0
105811200	23.0	1498.0
105814800	23.0	1497.0
105818400	23.0	1497.0
105822000	21.0	1500.0
105825600	21.0	1400.0
105829200	21.0	1400.0
105832800	16.0	700.0
105836400	16.0	700.0
105840000	16.0	800.0
105843600	16.0	878.0
105847200	16.0	700.0
105850800	16.0	700.0
105854400	16.0	800.0
105858000	16.0	700.0
105861600	15.31	800.0
105865200	15.27	800.0
105868800	15.4	800.0
105872400	15.46	800.0
105876000	16.0	800.0
105879600	16.0	700.0
105883200	16.0	700.0
105886800	20.04	1492.0
105890400	22.0	1401.0
105894000	23.0	1406.0
105897600	23.0	1497.0
105901200	23.0	1490.0
105904800	23.0	1489.0
105908400	21.0	1500.0
105912000	16.0	700.0
105915600	16.0	1061.0
105919200	16.0	700.0
105922800	16.0	700.0
105926400	16.0	800.0
105930000	16.0	700.0
105933600	16.0	700.0
105937200	16.0	700.0
105940800	16.0	800.0
105944400	16.0	800.0
105948000	16.0	700.0
105951600	15.36	800.0
105955200	15.34	800.0
105958800	15.36	800.0
105962400	16.0	800.0
105966000	16.0	700.0
105969600	16.0	888.0
105973200	20.0	1200.0
105976800	22.0	1200.0
105980400	23.0	1400.0
105984000	23.0	1497.0
105987600	23.0	1497.0
105991200	23.0	1489.0
105994800	20.0	1500.0
105998400	21.0	1300.0
106002000	21.0	1500.0
106005600	16.0	700.0
106009200	16.0	700.0
106012800	16.0	800.0
106016400	16.0	700.0
106020000	16.0	700.0
106023600	16.0	700.0
106027200	16.0	700.0
106030800	16.0	700.0
106034400	16.0	800.0
106038000	16.0	800.0
106041600	15.22	800.0
106045200	16.0	700.0
106048800	16.0	800.0
106052400	16.0	700.0
106056000	16.0	700.0
106059600	16.0	700.0
106063200	18.0	1300.0
106066800	16.0	700.0
106070400	16.0	751.0
106074000	19.0	1300.0
106077600	16.0	894.0
106081200	16.0	892.0
106084800	16.0	754.0
106088400	16.0	892.0
106092000	16.0	700.0
106095600	16.0	700.0
106099200	16.0	800.0
106102800	16.0	700.0
106106400	16.0	700.0
106110000	16.0	800.0
106113600	16.0	721.0
106117200	16.0	800.0
106120800	15.46	800.0
106124400	15.27	800.0
106128000	15.4	800.0
106131600	15.5	800.0
106135200	16.0	800.0
106138800	15.31	800.0
106142400	16.0	700.0
106146000	20.0	1500.0
106149600	22.0	1500.0
106153200	23.0	1497.0
106156800	23.0	1490.0
106160400	23.0	1490.0
106164000	23.0	1490.0
106167600	23.0	1490.0
106171200	23.0	1201.0
106174800	21.0	1397.0
106178400	16.0	700.0
106182000	16.0	700.0
106185600	16.0	800.0
106189200	18.0	1300.0
106192800	19.0	1300.0
106196400	18.0	1300.0
106200000	19.0	1300.0
106203600	19.0	1300.0
106207200	17.0	1400.0
106210800	17.0	1400.0
106214400	16.0	1019.0
106218000	16.0	1045.0
106221600	16.0	800.0
106225200	16.0	700.0
106228800	16.0	764.0
106232400	20.0	1500.0
106236000	22.0	1400.0
106239600	23.0	1304.0
106243200	23.0	1498.0
106246800	23.0	1490.0
106250400	23.0	1498.0
106254000	23.0	1304.0
106257600	20.0	1200.0
106261200	16.0	1500.0
106264800	16.0	700.0
106268400	16.0	700.0
106272000	16.0	800.0
106275600	19.0	1200.0
106279200	17.0	1400.0
106282800	16.0	1025.0
106286400	16.0	1500.0
106290000	16.0	754.0
106293600	16.0	700.0
106297200	16.0	800.0
106300800	15.62	800.0
106304400	15.91	800.0
106308000	16.0	800.0
106311600	16.0	700.0
106315200	16.0	700.0
106318800	20.0	1500.0
106322400	22.0	1401.0
106326000	23.0	1401.0
106329600	23.0	1497.0
106333200	23.0	1497.0
106336800	23.0	1203.0
106340400	18.0	1300.0
106344000	21.0	1400.0
106347600	20.0	1300.0
106351200	16.0	700.0
106354800	16.0	700.0
106358400	16.0	800.0
106362000	16.0	962.0
106365600	16.0	700.0
106369200	16.0	700.0
106372800	16.0	700.0
106376400	16.0	700.0
106380000	16.0	700.0
106383600	16.0	800.0
106387200	15.51	800.0
106390800	15.49	800.0
106394400	16.0	800.0
106398000	16.0	700.0
106401600	16.0	700.0
106405200	20.0	1200.0
106408800	20.0	1500.0
106412400	17.0	1400.0
106416000	16.0	1052.0
106419600	16.0	700.0
106423200	16.0	962.0
106426800	16.0	1046.0
106430400	16.0	700.0
106434000	16.0	886.0
106437600	16.0	700.0
106441200	16.0	700.0
106444800	16.0	800.0
106448400	16.0	884.0
106452000	16.0	768.0
106455600	16.0	700.0
106459200	16.0	700.0
106462800	16.0	700.0
106466400	16.0	700.0
106470000	16.0	790.0
106473600	16.0	800.0
106477200	15.84	800.0
106480800	16.0	800.0
106484400	16.0	700.0
106488000	16.0	700.0
106491600	21.0	1400.0
106495200	23.0	1206.0
106498800	23.0	1490.0
106502400	23.0	1490.0
106506000	23.0	1490.0
106509600	23.0	1482.0
106513200	23.0	1490.0
106516800	20.0	1300.0
106520400	19.0	1300.0
106524000	16.0	700.0
106527600	16.0	700.0
106531200	16.0	800.0
106534800	16.0	890.0
106538400	16.0	874.0
106542000	18.0	1300.0
106545600	17.0	1400.0
106549200	16.0	1094.0
106552800	16.0	749.0
106556400	16.0	700.0
106560000	16.0	759.0
106563600	16.0	1100.0
106567200	16.0	800.0
106570800	16.0	700.0
106574400	16.0	700.0
106578000	20.0	1300.0
106581600	23.0	1303.0
106585200	23.0	1497.0
106588800	23.0	1497.0
106592400	23.0	1497.0
106596000	23.0	1497.0
106599600	23.0	1304.0
106603200	21.0	1500.0
106606800	16.0	1091.0
106610400	16.0	700.0
106614000	16.0	700.0
106617600	16.0	800.0
106621200	16.0	700.0
106624800	16.0	800.0
106628400	15.92	800.0
106632000	16.0	733.0
106635600	15.92	800.0
106639200	16.0	800.0
106642800	16.0	800.0
106646400	16.0	800.0
106650000	16.0	800.0
106653600	16.0	800.0
106657200	16.0	700.0
106660800	16.0	700.0
106664400	21.0	1400.0
106668000	23.0	1208.0
106671600	23.0	1490.0
106675200	23.0	1490.0
106678800	23.0	1490.0
106682400	23.0	1490.0
106686000	23.0	1490.0
106689600	23.0	1209.0
106693200	21.0	1397.0
106696800	16.0	700.0
106700400	16.0	700.0
106704000	16.0	800.0
106707600	16.0	761.0
106711200	16.0	700.0
106714800	15.82	800.0
106718400	15.82	800.0
106722000	15.98	800.0
106725600	15.96	800.0
106729200	15.92	800.0
106732800	15.94	800.0
106736400	16.0	800.0
106740000	16.0	800.0
106743600	16.0	700.0
106747200	16.0	700.0
106750800	21.0	1400.0
106754400	23.0	1204.0
106758000	23.0	1490.0
106761600	23.0	1490.0
106765200	23.0	1490.0
106768800	23.0	1490.0
106772400	23.0	1489.0
106776000	23.0	1205.0
106779600	21.0	1397.0
106783200	16.0	700.0
106786800	16.0	700.0
106790400	16.0	800.0
106794000	16.0	700.0
106797600	16.0	700.0
106801200	16.0	700.0
106804800	16.0	800.0
106808400	15.98	800.0
106812000	15.98	800.0
106815600	16.0	800.0
106819200	16.0	800.0
106822800	16.0	800.0
106826400	16.0	800.0
106830000	16.0	700.0
106833600	16.0	700.0
106837200	21.0	1400.0
106840800	23.0	1206.0
106844400	23.0	1489.0
106848000	23.0	1489.0
106851600	23.0	1489.0
106855200	23.0	1489.0
106858800	23.0	1489.0
106862400	23.0	1201.0
106866000	21.0	1300.0
106869600	16.0	700.0
106873200	16.0	700.0
106876800	16.0	800.0
106880400	16.0	894.0
106884000	16.0	700.0
106887600	16.0	700.0
106891200	16.0	700.0
106894800	16.0	800.0
106898400	15.89	800.0
106902000	15.85	800.0
106905600	16.0	800.0
106909200	15.96	800.0
106912800	16.0	800.0
106916400	16.0	700.0
106920000	16.0	700.0
106923600	21.0	1360.0
106927200	22.0	1500.0
106930800	23.0	1489.0
106934400	23.0	1489.0
106938000	23.0	1490.0
106941600	23.0	1489.0
106945200	23.0	1481.0
106948800	22.0	1491.0
106952400	21.0	1299.0
106956000	16.0	700.0
106959600	16.0	700.0
106963200	16.0	800.0
106966800	16.0	1500.0
106970400	16.0	700.0
106974000	16.0	700.0
106977600	16.0	700.0
106981200	16.0	700.0
106984800	16.0	700.0
106988400	16.0	700.0
106992000	16.0	757.0
106995600	16.0	800.0
106999200	16.0	800.0
107002800	16.0	700.0
107006400	16.0	700.0
107010000	20.0	1500.0
107013600	22.0	1401.0
107017200	23.0	1400.0
107020800	23.0	1303.0
107024400	23.0	1203.0
107028000	23.0	1498.0
107031600	23.0	1400.0
107035200	22.0	1497.0
107038800	20.0	1500.0
107042400	16.0	700.0
107046000	16.0	700.0
107049600	16.0	800.0
107053200	16.0	875.0
107056800	16.0	700.0
107060400	16.0	700.0
107064000	16.0	700.0
107067600	16.0	700.0
107071200	16.0	700.0
107074800	16.0	868.0
107078400	16.0	874.0
107082000	18.0	1300.0
107085600	16.0	800.0
107089200	16.0	700.0
107092800	16.0	754.0
107096400	21.0	1300.0
107100000	22.0	1500.0
107103600	23.0	1498.0
107107200	23.0	1498.0
107110800	23.0	1497.0
107114400	23.0	1497.0
107118000	23.0	1497.0
107121600	22.0	1497.0
107125200	20.0	1500.0
107128800	16.0	700.0
107132400	16.0	700.0
107136000	16.0	800.0
107139600	16.0	876.0
107143200	16.0	700.0
107146800	16.0	700.0
107150400	16.0	700.0
107154000	16.0	700.0
107157600	16.0	700.0
107161200	16.0	791.0
107164800	16.0	800.0
107168400	15.84	800.0
107172000	16.0	800.0
107175600	16.0	700.0
107179200	16.0	748.0
107182800	21.0	1300.0
107186400	21.04	1488.0
107190000	23.0	1305.0
107193600	23.0	1203.0
107197200	23.0	1497.0
107200800	23.0	1204.0
107204400	22.0	1400.0
107208000	17.0	1400.0
107211600	20.0	1500.0
107215200	16.0	700.0
107218800	16.0	700.0
107222400	16.0	800.0
107226000	16.0	878.0
107229600	16.0	700.0
107233200	16.0	700.0
107236800	16.0	700.0
107240400	16.0	700.0
107244000	16.0	700.0
107247600	16.0	791.0
107251200	16.0	700.0
107254800	16.0	700.0
107258400	16.0	800.0
107262000	16.0	700.0
107265600	16.0	745.0
107269200	20.56	1388.0
107272800	22.0	1500.0
107276400	23.0	1400.0
107280000	23.0	1497.0
107283600	22.0	1400.0
107287200	23.0	1489.0
107290800	23.0	1489.0
107294400	22.0	1489.0
107298000	21.0	1299.0
107301600	16.0	700.0
107305200	16.0	700.0
107308800	16.0	800.0
107312400	16.0	1052.0
107316000	16.0	700.0
107319600	16.0	700.0
107323200	16.0	700.0
107326800	16.0	700.0
107330400	16.0	700.0
107334000	16.0	700.0
107337600	15.41	800.0
107341200	15.46	800.0
107344800	16.0	800.0
107348400	16.0	700.0
107352000	16.0	882.0
107355600	19.0	1300.0
107359200	21.0	1400.0
107362800	23.0	1203.0
107366400	23.0	1489.0
107370000	23.0	1489.0
107373600	23.0	1489.0
107377200	23.0	1298.0
107380800	18.0	1300.0
107384400	20.0	1300.0
107388000	16.0	700.0
107391600	16.0	700.0
107395200	16.0	800.0
107398800	16.0	810.0
107402400	16.0	754.0
107406000	16.0	700.0
107409600	16.0	700.0
107413200	16.0	700.0
107416800	16.0	700.0
107420400	16.0	700.0
107424000	16.0	800.0
107427600	16.0	700.0
107431200	16.0	800.0
107434800	16.0	700.0
107438400	16.0	814.0
107442000	20.0	1500.0
107445600	22.0	1401.0
107449200	23.0	1400.0
107452800	23.0	1497.0
107456400	22.0	1299.0
107460000	23.0	1489.0
107463600	23.0	1489.0
107467200	22.0	1299.0
107470800	21.0	1299.0
107474400	16.0	700.0
107478000	16.0	700.0
107481600	16.0	800.0
107485200	16.0	1052.0
107488800	16.0	700.0
107492400	16.0	700.0
107496000	16.0	700.0
107499600	16.0	724.0
107503200	16.0	700.0
107506800	15.46	800.0
107510400	15.45	800.0
107514000	15.55	800.0
107517600	16.0	800.0
107521200	16.0	700.0
107524800	16.0	868.0
107528400	21.0	1400.0
107532000	23.0	1206.0
107535600	23.0	1498.0
107539200	23.0	1489.0
107542800	23.0	1489.0
107546400	23.0	1489.0
107550000	23.0	1489.0
107553600	23.0	1202.0
107557200	21.0	1397.0
107560800	16.0	700.0
107564400	16.0	700.0
107568000	16.0	800.0
107571600	16.0	1500.0
107575200	16.0	752.0
107578800	16.0	700.0
107582400	16.0	700.0
107586000	16.0	700.0
107589600	15.58	800.0
107593200	15.65	800.0
107596800	15.62	800.0
107600400	16.0	700.0
107604000	16.0	800.0
107607600	16.0	700.0
107611200	16.0	1018.0
107614800	21.0	1400.0
107618400	22.0	1500.0
107622000	23.0	1396.0
107625600	23.0	1489.0
107629200	23.0	1489.0
107632800	23.0	1489.0
107636400	23.0	1394.0
107640000	22.0	1395.0
107643600	20.0	1200.0
107647200	16.0	700.0
107650800	16.0	700.0
107654400	16.0	800.0
107658000	16.0	1034.0
107661600	16.0	700.0
107665200	16.0	700.0
107668800	16.0	700.0
107672400	16.0	700.0
107676000	16.0	724.0
107679600	15.46	800.0
107683200	15.46	800.0
107686800	16.0	700.0
107690400	16.0	800.0
107694000	16.0	700.0
107697600	16.0	700.0
107701200	16.0	929.0
107704800	19.0	1300.0
107708400	20.0	1300.0
107712000	23.0	1302.0
107715600	23.0	1393.0
107719200	23.0	1489.0
107722800	23.0	1298.0
107726400	22.0	1394.0
107730000	20.0	1200.0
107733600	16.0	700.0
107737200	16.0	700.0
107740800	16.0	800.0
107744400	16.0	810.0
107748000	16.0	745.0
107751600	16.0	700.0
107755200	16.0	700.0
107758800	16.0	700.0
107762400	16.0	700.0
107766000	16.0	700.0
107769600	16.0	700.0
107773200	16.0	700.0
107776800	16.0	800.0
107780400	16.0	700.0
107784000	16.0	962.0
107787600	20.0	1300.0
107791200	21.0	1500.0
107794800	22.0	1401.0
107798400	23.0	1497.0
107802000	22.0	1400.0
107805600	16.0	780.0
107809200	16.0	700.0
107812800	16.0	700.0
107816400	16.0	742.0
107820000	16.0	757.0
107823600	16.0	700.0
107827200	16.0	800.0
107830800	16.0	700.0
107834400	16.0	700.0
107838000	16.0	700.0
107841600	16.0	700.0
107845200	16.0	800.0
107848800	16.0	700.0
107852400	16.0	700.0
107856000	16.0	700.0
107859600	16.0	700.0
107863200	16.0	800.0
107866800	16.0	700.0
107870400	16.0	700.0
107874000	16.0	998.0
107877600	19.0	1300.0
107881200	21.0	1300.0
107884800	20.0	1200.0
107888400	19.0	1300.0
107892000	21.0	1400.0
107895600	19.0	1300.0
107899200	16.0	1500.0
107902800	16.0	783.0
107906400	16.0	700.0
107910000	16.0	700.0
107913600	16.0	800.0
107917200	16.0	700.0
107920800	16.0	700.0
107924400	16.0	800.0
107928000	16.0	800.0
107931600	15.04	800.0
107935200	15.07	800.0
107938800	15.07	800.0
107942400	15.01	800.0
107946000	15.09	800.0
107949600	16.0	800.0
107953200	16.0	763.0
107956800	16.0	700.0
107960400	16.0	871.0
107964000	18.0	1300.0
107967600	20.0	1492.0
107971200	21.0	1300.0
107974800	22.0	1301.0
107978400	20.0	1500.0
107982000	20.0	1500.0
107985600	16.0	874.0
107989200	16.0	888.0
107992800	16.0	748.0
107996400	16.0	700.0
108000000	16.0	800.0
108003600	14.53	800.0
108007200	16.0	700.0
108010800	16.0	800.0
108014400	15.05	800.0
108018000	15.34	800.0
108021600	15.36	800.0
108025200	15.46	800.0
108028800	15.48	800.0
108032400	15.33	800.0
108036000	16.0	800.0
108039600	16.0	700.0
108043200	16.0	950.0
108046800	21.0	1400.0
108050400	22.0	1200.0
108054000	23.0	1302.0
108057600	23.0	1301.0
108061200	23.0	1301.0
108064800	22.0	1300.0
108068400	22.0	1400.0
108072000	23.0	1201.0
108075600	20.0	1500.0
108079200	16.0	700.0
108082800	16.0	700.0
108086400	16.0	800.0
108090000	16.0	700.0
108093600	16.0	700.0
108097200	16.0	700.0
108100800	16.0	700.0
108104400	17.0	1400.0
108108000	16.0	753.0
108111600	16.0	700.0
108115200	16.0	700.0
108118800	15.39	800.0
108122400	16.0	800.0
108126000	16.0	700.0
108129600	17.0	1400.0
108133200	20.0	1200.0
108136800	22.0	1500.0
108140400	23.0	1302.0
108144000	23.0	1489.0
108147600	23.0	1298.0
108151200	23.0	1489.0
108154800	23.0	1489.0
108158400	22.0	1204.0
108162000	20.0	1200.0
108165600	16.0	700.0
108169200	16.0	700.0
108172800	16.0	773.0
108176400	16.0	700.0
108180000	16.0	700.0
108183600	16.0	700.0
108187200	16.0	700.0
108190800	16.0	800.0
108194400	15.34	800.0
108198000	15.32	800.0
108201600	16.0	800.0
108205200	15.29	800.0
108208800	16.0	800.0
108212400	16.0	700.0
108216000	16.0	1494.0
108219600	21.0	1400.0
108223200	23.0	1206.0
108226800	23.0	1304.0
108230400	23.0	1497.0
108234000	23.0	1203.0
108237600	23.0	1497.0
108241200	23.0	1489.0
108244800	23.0	1202.0
108248400	21.0	1397.0
108252000	16.0	700.0
108255600	16.0	700.0
108259200	16.0	800.0
108262800	16.0	700.0
108266400	16.0	700.0
108270000	16.0	700.0
108273600	16.0	800.0
108277200	16.0	700.0
108280800	15.34	800.0
108284400	15.23	800.0
108288000	15.4	800.0
108291600	15.46	800.0
108295200	16.0	800.0
108298800	16.0	700.0
108302400	17.0	1400.0
108306000	21.0	1300.0
108309600	22.0	1401.0
108313200	23.0	1399.0
108316800	23.0	1498.0
108320400	23.0	1497.0
108324000	23.0	1497.0
108327600	23.0	1497.0
108331200	22.0	1496.0
108334800	20.0	1500.0
108338400	16.0	700.0
108342000	16.0	700.0
108345600	16.0	800.0
108349200	20.0	1300.0
108352800	20.0	1200.0
108356400	18.0	1300.0
108360000	16.0	877.0
108363600	16.0	700.0
108367200	16.0	700.0
108370800	16.0	700.0
108374400	16.0	700.0
108378000	16.0	700.0
108381600	16.0	800.0
108385200	16.0	700.0
108388800	17.0	1400.0
108392400	21.0	1300.0
108396000	22.0	1300.0
108399600	23.0	1399.0
108403200	23.0	1488.0
108406800	23.0	1407.0
108410400	16.0	1500.0
108414000	19.0	1300.0
108417600	22.0	1307.0
108421200	20.0	1300.0
108424800	16.0	700.0
108428400	16.0	700.0
108432000	16.0	800.0
