time	0
0	1
1800	1
3600	1
5400	1
7200	1
9000	1
10800	1
12600	1
14400	1
16200	1
18000	1
19800	1
21600	1
23400	1
25200	1
27000	1
28800	1
30600	1
32400	1
34200	1
36000	1
37800	1
39600	1
41400	1
43200	1
45000	1
46800	0
48600	0
50400	0
52200	0
54000	0
55800	0
57600	0
59400	0
61200	0
63000	0
64800	0
66600	0
68400	0
70200	0
72000	0
73800	0
75600	0
77400	0
79200	1
81000	1
82800	0
84600	0
86400	0
88200	0
90000	0
91800	0
93600	0
95400	0
97200	0
99000	0
100800	0
102600	0
104400	1
106200	1
108000	0
109800	0
111600	1
113400	1
115200	1
117000	1
118800	1
120600	1
122400	1
124200	1
126000	1
127800	1
129600	1
131400	1
133200	0
135000	0
136800	0
138600	0
140400	0
142200	0
144000	0
145800	0
147600	0
149400	0
151200	0
153000	0
154800	0
156600	0
158400	0
160200	0
162000	1
163800	1
165600	0
167400	0
169200	0
171000	0
172800	1
174600	1
176400	1
178200	1
180000	1
181800	1
183600	1
185400	1
187200	1
189000	1
190800	1
192600	1
194400	1
196200	1
198000	1
199800	1
201600	1
203400	1
205200	1
207000	1
208800	0
210600	0
212400	1
214200	1
216000	1
217800	1
219600	0
221400	0
223200	0
225000	0
226800	0
228600	0
230400	0
232200	0
234000	0
235800	0
237600	0
239400	0
241200	0
243000	0
244800	0
246600	0
248400	0
250200	0
252000	0
253800	0
255600	0
257400	0
259200	0
261000	0
262800	0
264600	0
266400	0
268200	0
270000	0
271800	0
273600	0
275400	0
277200	0
279000	0
280800	1
282600	1
284400	1
286200	1
288000	0
289800	0
291600	1
293400	1
295200	0
297000	0
298800	1
300600	1
302400	1
304200	1
306000	0
307800	0
309600	0
311400	0
313200	0
315000	0
316800	0
318600	0
320400	0
322200	0
324000	0
325800	0
327600	0
329400	0
331200	0
333000	0
334800	0
336600	0
338400	1
340200	1
342000	0
343800	0
345600	0
347400	0
349200	0
351000	0
352800	0
354600	0
356400	0
358200	0
360000	0
361800	0
363600	0
365400	0
367200	0
369000	0
370800	0
372600	0
374400	0
376200	0
378000	0
379800	0
381600	0
383400	0
385200	0
387000	0
388800	0
390600	0
392400	1
394200	1
396000	0
397800	0
399600	0
401400	0
403200	0
405000	0
406800	0
408600	0
410400	0
412200	0
414000	0
415800	0
417600	0
419400	0
421200	0
423000	0
424800	0
426600	0
428400	0
430200	0
432000	0
433800	0
435600	0
437400	0
439200	0
441000	0
442800	0
444600	0
446400	0
448200	0
450000	0
451800	0
453600	0
455400	0
457200	0
459000	0
460800	0
462600	0
464400	0
466200	0
468000	0
469800	0
471600	0
473400	0
475200	1
477000	1
478800	0
480600	0
482400	0
484200	0
486000	0
487800	0
489600	0
491400	0
493200	0
495000	0
496800	0
498600	0
500400	0
502200	0
504000	0
505800	0
507600	0
509400	0
511200	0
513000	0
514800	0
516600	0
518400	0
520200	0
522000	0
523800	0
525600	0
527400	0
529200	0
531000	0
532800	0
534600	0
536400	0
538200	0
540000	0
541800	0
543600	0
545400	0
547200	0
549000	0
550800	0
552600	0
554400	0
556200	0
558000	1
559800	1
561600	0
563400	0
565200	1
567000	1
568800	0
570600	0
572400	0
574200	0
576000	0
577800	0
579600	0
581400	0
583200	0
585000	0
586800	0
588600	0
590400	0
592200	0
594000	0
595800	0
597600	1
599400	1
601200	0
603000	0
604800	0
606600	0
608400	0
610200	0
612000	1
613800	1
615600	1
617400	1
619200	1
621000	1
622800	1
624600	1
626400	1
628200	1
630000	1
631800	1
633600	1
635400	1
637200	1
639000	1
640800	1
642600	1
644400	1
646200	1
648000	1
649800	1
651600	0
653400	0
655200	0
657000	0
658800	0
660600	0
662400	0
664200	0
666000	0
667800	0
669600	0
671400	0
673200	0
675000	0
676800	0
678600	0
680400	1
682200	1
684000	0
685800	0
687600	1
689400	1
691200	0
693000	0
694800	0
696600	0
698400	1
700200	1
702000	1
703800	1
705600	0
707400	0
709200	0
711000	0
712800	0
714600	0
716400	0
718200	0
720000	1
721800	1
723600	1
725400	1
727200	1
729000	1
730800	1
732600	1
734400	1
736200	1
738000	1
739800	1
741600	0
743400	0
745200	0
747000	0
748800	0
750600	0
752400	0
754200	0
756000	0
757800	0
759600	0
761400	0
763200	0
765000	0
766800	0
768600	0
770400	0
772200	0
774000	0
775800	0
777600	0
779400	0
781200	0
783000	0
784800	0
786600	0
788400	0
790200	0
792000	0
793800	0
795600	0
797400	0
799200	0
801000	0
802800	0
804600	0
806400	0
808200	0
810000	0
811800	0
813600	0
815400	0
817200	0
819000	0
820800	0
822600	0
824400	1
826200	1
828000	0
829800	0
831600	0
833400	0
835200	0
837000	0
838800	0
840600	0
842400	0
844200	0
846000	0
847800	0
849600	0
851400	0
853200	1
855000	1
856800	0
858600	0
860400	0
862200	0
864000	1
865800	1
867600	1
869400	1
871200	1
873000	1
874800	1
876600	1
878400	1
880200	1
882000	1
883800	1
885600	1
887400	1
889200	1
891000	1
892800	1
894600	1
896400	1
898200	1
900000	1
901800	1
903600	1
905400	1
907200	1
909000	1
910800	1
912600	1
914400	0
916200	0
918000	0
919800	0
921600	0
923400	0
925200	0
927000	0
928800	0
930600	0
932400	0
934200	0
936000	0
937800	0
939600	1
941400	1
943200	0
945000	0
946800	1
948600	1
950400	1
952200	1
954000	1
955800	1
957600	1
959400	1
961200	1
963000	1
964800	1
966600	1
968400	1
970200	1
972000	1
973800	1
975600	1
977400	1
979200	1
981000	1
982800	1
984600	1
986400	1
988200	1
990000	1
991800	1
993600	1
995400	1
997200	1
999000	1
1000800	0
1002600	0
1004400	0
1006200	0
1008000	0
