,mse,mae,r2
0,0.23051483929157257,0.35731959342956543,0.6697015
1,0.2969392240047455,0.41573792695999146,0.57452387
2,0.29300910234451294,0.4110000431537628,0.58015513
3,0.280536949634552,0.4001423120498657,0.59802616
4,0.2721140384674072,0.3948644697666168,0.61009514
5,0.3022351861000061,0.42174896597862244,0.5669354
6,0.2983289062976837,0.4209468364715576,0.57253265
7,0.26296183466911316,0.38825756311416626,0.6232091
8,0.2588326930999756,0.3842754662036896,0.62912565
9,0.2849666178226471,0.4094274938106537,0.5916791
10,0.2442241907119751,0.36657699942588806,0.6500578
11,0.28187400102615356,0.40531429648399353,0.5961104
12,0.2558770477771759,0.38533899188041687,0.63336074
13,0.3292316198348999,0.4439670741558075,0.52825296
14,0.2408832311630249,0.37131592631340027,0.65484494
15,0.2903643846511841,0.4098842442035675,0.5839448
16,0.24645358324050903,0.3720856308937073,0.64686334
17,0.2537352442741394,0.38153624534606934,0.63642967
18,0.28706836700439453,0.40871500968933105,0.5886675
19,0.27969348430633545,0.4015231728553772,0.59923476
20,0.26573073863983154,0.38828378915786743,0.6192416
21,0.25230664014816284,0.3763212561607361,0.6384767
22,0.2919791638851166,0.41356900334358215,0.58163095
23,0.2632555663585663,0.3862018585205078,0.6227882
24,0.2913629114627838,0.4150397479534149,0.58251405
25,0.3021257221698761,0.4164770245552063,0.5670923
26,0.2388322502374649,0.3658561706542969,0.65778375
27,0.3054738938808441,0.42609867453575134,0.5622948
28,0.23849724233150482,0.3650209605693817,0.6582638
29,0.27793148159980774,0.4010024666786194,0.6017595
30,0.2623704671859741,0.3893660008907318,0.6240565
31,0.29313215613365173,0.41633257269859314,0.5799789
32,0.25770875811576843,0.378641277551651,0.6307361
33,0.2805461287498474,0.4025639295578003,0.59801304
34,0.2512971758842468,0.37761497497558594,0.6399231
35,0.24287354946136475,0.36434996128082275,0.65199304
36,0.28897950053215027,0.4075978696346283,0.5859291
37,0.2974306046962738,0.41655591130256653,0.5738198
38,0.27878430485725403,0.40262120962142944,0.60053754
39,0.2548576593399048,0.37882769107818604,0.6348214
40,0.28468745946884155,0.4030771553516388,0.5920791
41,0.26723116636276245,0.3959403932094574,0.6170918
42,0.2709563672542572,0.3961675465106964,0.611754
43,0.27010902762413025,0.39163297414779663,0.6129681
44,0.2633310854434967,0.3887530565261841,0.62268007
45,0.28126174211502075,0.40529245138168335,0.5969877
46,0.26026490330696106,0.3867020308971405,0.6270735
47,0.2635829448699951,0.39165204763412476,0.6223192
48,0.2250550240278244,0.34885096549987793,0.6775248
49,0.2831435799598694,0.40199801325798035,0.59429127
50,0.2527658939361572,0.3767281174659729,0.63781863
51,0.24676837027072906,0.37102678418159485,0.6464124
52,0.25667205452919006,0.3760950267314911,0.6322216
53,0.27351921796798706,0.39735931158065796,0.60808176
54,0.26769787073135376,0.3925648331642151,0.616423
55,0.2593672573566437,0.3802036643028259,0.6283597
56,0.273863822221756,0.3955266773700714,0.60758793
57,0.31074270606040955,0.42758822441101074,0.5547452
58,0.27297186851501465,0.39655813574790955,0.60886604
59,0.23650914430618286,0.3581865429878235,0.6611124
60,0.2963586747646332,0.41886046528816223,0.5753557
61,0.2907640337944031,0.41242584586143494,0.5833721
62,0.24178940057754517,0.36567237973213196,0.6535466
63,0.30790555477142334,0.4270061254501343,0.5588105
64,0.2668308913707733,0.39355719089508057,0.61766523
65,0.27040988206863403,0.3939284682273865,0.612537
66,0.28152137994766235,0.4062742292881012,0.5966157
67,0.2907102406024933,0.40897345542907715,0.5834491
68,0.29092681407928467,0.4149888753890991,0.5831388
69,0.2652744650840759,0.3905687928199768,0.61989546
70,0.2817043662071228,0.3988761305809021,0.5963535
71,0.25063738226890564,0.37324002385139465,0.64086854
72,0.2987412214279175,0.41661497950553894,0.5719418
73,0.26780903339385986,0.38624998927116394,0.61626375
74,0.2621990144252777,0.3835350275039673,0.62430215
75,0.26983121037483215,0.39440372586250305,0.6133662
76,0.28669917583465576,0.4064677655696869,0.5891965
77,0.22580385208129883,0.3545891046524048,0.6764518
78,0.25238800048828125,0.3810081481933594,0.6383601
79,0.2968730330467224,0.4233008623123169,0.5746187
80,0.2747512459754944,0.3978727161884308,0.60631645
81,0.25774991512298584,0.3831593990325928,0.6306771
82,0.2792368233203888,0.4020099937915802,0.59988916
83,0.27267393469810486,0.3988780379295349,0.6092929
84,0.28971198201179504,0.4097529947757721,0.5848795
85,0.2586185038089752,0.38821959495544434,0.62943256
86,0.2855903208255768,0.4126666784286499,0.5907854
87,0.30024853348731995,0.41999778151512146,0.569782
88,0.273136705160141,0.39555150270462036,0.6086299
89,0.27807947993278503,0.40025630593299866,0.6015475
90,0.2466040700674057,0.36802801489830017,0.6466477
91,0.2631940245628357,0.3848636746406555,0.62287647
92,0.2531091272830963,0.37636104226112366,0.63732684
93,0.24934980273246765,0.37192508578300476,0.6427134
94,0.27782541513442993,0.4002523124217987,0.60191154
95,0.2710219919681549,0.3886587619781494,0.6116599
96,0.24177581071853638,0.3655319809913635,0.653566
97,0.2589307725429535,0.3856443166732788,0.62898505
98,0.2601982653141022,0.3856453001499176,0.6271689
99,0.28437039256095886,0.40598487854003906,0.59253335
