,mse,mae,r2
0,0.41060671210289,0.5063674449920654,0.41165245
1,0.3841838538646698,0.4881376326084137,0.44951308
2,0.36108261346817017,0.47297072410583496,0.48261428
3,0.36083799600601196,0.46996039152145386,0.4829647
4,0.370312362909317,0.4763298034667969,0.4693892
5,0.3859878182411194,0.4890189468860626,0.4469282
6,0.34896957874298096,0.45896682143211365,0.49997067
7,0.3918432295322418,0.49738383293151855,0.43853813
8,0.3620786666870117,0.4733978509902954,0.48118705
9,0.39337313175201416,0.499271035194397,0.43634605
10,0.3627356290817261,0.4716491401195526,0.48024565
11,0.35110053420066833,0.4658462405204773,0.4969173
12,0.3653958737850189,0.4753718078136444,0.47643387
13,0.3674671947956085,0.478838711977005,0.47346592
14,0.36392804980278015,0.4718358814716339,0.47853702
15,0.3544171154499054,0.46911749243736267,0.49216503
16,0.3311059772968292,0.4486510753631592,0.52556705
17,0.3888496160507202,0.49621397256851196,0.44282764
18,0.31121304631233215,0.43237918615341187,0.55407107
19,0.3718341588973999,0.4809917211532593,0.46720862
20,0.31891924142837524,0.4419591426849365,0.543029
21,0.39752689003944397,0.4964769184589386,0.43039417
22,0.3345594108104706,0.45200368762016296,0.5206186
23,0.3343161940574646,0.44987431168556213,0.5209671
24,0.340618759393692,0.46156299114227295,0.51193637
25,0.37276095151901245,0.4785422682762146,0.4658807
26,0.35533636808395386,0.4711925983428955,0.4908479
27,0.3479759693145752,0.4609621465206146,0.5013944
28,0.37779146432876587,0.482846200466156,0.45867252
29,0.37397921085357666,0.4801282584667206,0.46413505
30,0.34807148575782776,0.4623638391494751,0.5012575
31,0.3637762665748596,0.4713137447834015,0.47875458
32,0.40260815620422363,0.5004824995994568,0.4231134
33,0.4199729859828949,0.5181480646133423,0.39823174
34,0.3964422941207886,0.49782729148864746,0.4319483
35,0.3999248147010803,0.5004997849464417,0.42695832
36,0.35860779881477356,0.46907496452331543,0.4861604
37,0.38766753673553467,0.49158743023872375,0.44452137
38,0.39431679248809814,0.49948614835739136,0.4349938
39,0.3625810742378235,0.47519344091415405,0.48046708
40,0.35904061794281006,0.46877169609069824,0.4855402
41,0.4130267798900604,0.5117034316062927,0.4081847
42,0.4023337960243225,0.5049240589141846,0.4235065
43,0.38860180974006653,0.4883997142314911,0.4431827
44,0.37319910526275635,0.47614744305610657,0.46525282
45,0.3673831820487976,0.47906360030174255,0.47358632
46,0.38308778405189514,0.48570695519447327,0.4510836
47,0.3674127161502838,0.4803314208984375,0.47354406
48,0.3770282566547394,0.4860549867153168,0.4597661
49,0.3820593059062958,0.4865070581436157,0.45255727
50,0.37753021717071533,0.48664000630378723,0.4590469
51,0.39419442415237427,0.49087291955947876,0.43516916
52,0.3925648033618927,0.4964304268360138,0.43750423
53,0.3896484076976776,0.4979441463947296,0.44168305
54,0.37145036458969116,0.47941023111343384,0.46775854
55,0.3661368787288666,0.47417494654655457,0.47537214
56,0.37049490213394165,0.4729018807411194,0.46912766
57,0.38137662410736084,0.492051362991333,0.45353544
58,0.34697070717811584,0.4616965651512146,0.5028348
59,0.3475751578807831,0.46317508816719055,0.5019686
60,0.4020158052444458,0.5054553151130676,0.42396218
61,0.3876766562461853,0.48986563086509705,0.44450837
62,0.38161295652389526,0.491645872592926,0.45319682
63,0.35962173342704773,0.4719081521034241,0.48470753
64,0.3638700544834137,0.47768834233283997,0.4786201
65,0.3539806604385376,0.4668148159980774,0.49279052
66,0.3378123939037323,0.4544313848018646,0.51595753
67,0.4032498896121979,0.511489748954773,0.42219388
68,0.3171769976615906,0.43687018752098083,0.54552543
69,0.36264845728874207,0.4776691794395447,0.48037058
70,0.3929697573184967,0.4919792711734772,0.43692398
71,0.37641042470932007,0.486237108707428,0.4606514
72,0.36006972193717957,0.4714607894420624,0.48406553
73,0.3484397232532501,0.4645789563655853,0.5007299
74,0.39825165271759033,0.50616055727005,0.42935574
75,0.40068498253822327,0.5018438696861267,0.425869
76,0.37575528025627136,0.4855692386627197,0.46159017
77,0.37927737832069397,0.48845964670181274,0.45654345
78,0.3700025975704193,0.4773758053779602,0.46983296
79,0.36948129534721375,0.48178714513778687,0.47057998
80,0.3884750008583069,0.4927538335323334,0.44336438
81,0.364803671836853,0.47714531421661377,0.47728252
82,0.3851824998855591,0.4875268340110779,0.44808215
83,0.38286107778549194,0.4898627996444702,0.4514085
84,0.3764018714427948,0.48181483149528503,0.46066362
85,0.3985576927661896,0.4970397353172302,0.4289171
86,0.3992238938808441,0.4983827471733093,0.4279626
87,0.37901026010513306,0.4858187437057495,0.4569261
88,0.3992454409599304,0.5017181038856506,0.42793173
89,0.3522885739803314,0.4678954482078552,0.49521494
90,0.39414143562316895,0.4932001829147339,0.4352451
91,0.39018169045448303,0.4958265423774719,0.44091892
92,0.3966924250125885,0.4977380335330963,0.4315899
93,0.41107305884361267,0.5123856663703918,0.41098422
94,0.35482335090637207,0.46814045310020447,0.49158293
95,0.39959895610809326,0.5022720098495483,0.4274251
96,0.3679928183555603,0.4765336811542511,0.4727128
97,0.3763778507709503,0.4817669689655304,0.46069813
98,0.3436702787876129,0.4605252742767334,0.5075638
99,0.39109286665916443,0.49251100420951843,0.4396134
