,mse,mae,r2
0,0.6022093892097473,0.5604130625724792,-2.3798354
1,1.4900764226913452,0.8364748954772949,-7.362893
2,1.717583179473877,0.911697268486023,-8.639749
3,0.4668691158294678,0.4536409378051758,-1.6202524
4,0.566781759262085,0.5371562242507935,-2.1810017
5,1.4991241693496704,0.8945184350013733,-7.4136724
6,0.6901205778121948,0.5675292611122131,-2.873227
7,1.8274067640304565,0.9527041912078857,-9.256122
8,0.6337887048721313,0.5454261302947998,-2.5570707
9,0.7706978917121887,0.6224825978279114,-3.3254585
10,1.1279293298721313,0.72897869348526,-5.3303814
11,0.5885435938835144,0.5533584952354431,-2.3031373
12,1.5714704990386963,0.8786978721618652,-7.819709
13,0.424296498298645,0.4623541533946991,-1.3813183
14,1.77411949634552,0.9539860486984253,-8.957055
15,1.939915418624878,0.9400792717933655,-9.887567
16,2.3529393672943115,1.0709172487258911,-12.205619
17,0.854180634021759,0.6384186744689941,-3.7939973
18,0.5855688452720642,0.548248291015625,-2.286442
19,6.3572611808776855,1.616181492805481,-34.679443
20,0.7206884026527405,0.611862301826477,-3.044786
21,0.3717266321182251,0.40289685130119324,-1.0862758
22,0.7441025972366333,0.5848073363304138,-3.1761951
23,0.7576271891593933,0.6142162680625916,-3.252101
24,0.776639997959137,0.6405287384986877,-3.3588085
25,0.7857393622398376,0.6012881398200989,-3.4098768
26,0.598260223865509,0.5292231440544128,-2.3576715
27,2.024797201156616,1.0084902048110962,-10.3639555
28,2.1681039333343506,1.0339617729187012,-11.168248
29,3.0307953357696533,1.2125426530838013,-16.010012
30,0.7170804142951965,0.5891231298446655,-3.0245366
31,1.2019410133361816,0.7677708268165588,-5.7457643
32,0.6565173864364624,0.5653764605522156,-2.6846333
33,0.6124694347381592,0.5777722001075745,-2.4374187
34,1.8152031898498535,0.9050028920173645,-9.187633
35,0.9747098088264465,0.6933413743972778,-4.4704537
36,0.6969650983810425,0.5702255368232727,-2.911641
37,0.7014531493186951,0.5905988216400146,-2.9368303
38,3.0542404651641846,1.1669331789016724,-16.141596
39,0.43510839343070984,0.42404770851135254,-1.441999
40,0.4868648946285248,0.4781607389450073,-1.7324767
41,1.2941551208496094,0.8085936307907104,-6.2633057
42,3.060990810394287,1.2092828750610352,-16.17948
43,0.8185757994651794,0.6586549282073975,-3.5941677
44,1.497774362564087,0.8681044578552246,-7.4060965
45,2.1492109298706055,0.9714606404304504,-11.062215
46,4.534658908843994,1.5095995664596558,-24.450283
47,2.2540340423583984,1.1038799285888672,-11.650521
48,2.185685396194458,1.0299938917160034,-11.266923
49,0.4883655607700348,0.46643948554992676,-1.7408988
50,3.354387044906616,1.2262600660324097,-17.826136
51,0.4215656518936157,0.44043442606925964,-1.3659916
52,0.8472999334335327,0.616775393486023,-3.7553792
53,0.8438513278961182,0.6667988300323486,-3.7360244
54,1.697245478630066,0.9030815362930298,-8.525606
55,1.1103312969207764,0.7129393815994263,-5.231614
56,2.5015411376953125,1.0866671800613403,-13.039629
57,0.6031886339187622,0.5326031446456909,-2.385331
58,0.46639278531074524,0.48475348949432373,-1.6175795
59,3.8548758029937744,1.2880760431289673,-20.635077
60,0.6968177556991577,0.5799890756607056,-2.9108143
61,0.3448793888092041,0.3859958052635193,-0.935598
62,0.7840183973312378,0.6423243284225464,-3.400219
63,1.152054786682129,0.7418929934501648,-5.465783
64,0.9853711128234863,0.7121455669403076,-4.530289
65,0.7392420172691345,0.5900211930274963,-3.1489158
66,2.043855667114258,0.9397903680801392,-10.470921
67,1.7865843772888184,0.9206470847129822,-9.027012
68,1.03505277633667,0.7063525319099426,-4.809122
69,0.34342530369758606,0.3896516263484955,-0.9274373
70,0.9620968699455261,0.6785697340965271,-4.399665
71,1.3627119064331055,0.7923932075500488,-6.648073
72,1.944450855255127,0.9196259379386902,-9.91302
73,0.9626250267028809,0.7027771472930908,-4.4026294
74,1.0755486488342285,0.7269534468650818,-5.0364013
75,0.3453619182109833,0.39422762393951416,-0.9383067
76,2.5721943378448486,1.0317068099975586,-13.436163
77,0.4404669404029846,0.4659818708896637,-1.4720736
78,0.558012843132019,0.5111272931098938,-2.131787
79,1.939635157585144,0.918959379196167,-9.885993
80,1.0428962707519531,0.7669845223426819,-4.8531423
81,0.8733212351799011,0.6609129309654236,-3.901421
82,0.7516812682151794,0.6303916573524475,-3.21873
83,0.3412153422832489,0.3913761377334595,-0.9150342
84,0.7621610164642334,0.6138430237770081,-3.2775464
85,0.4886455237865448,0.4845198392868042,-1.7424703
86,2.6260766983032227,1.067879319190979,-13.738572
87,0.37550950050354004,0.4100419282913208,-1.1075068
88,1.0058802366256714,0.706489086151123,-4.645394
89,1.0387660264968872,0.7102363109588623,-4.8299623
90,0.5024152398109436,0.48453083634376526,-1.8197513
91,0.6980958580970764,0.5969482064247131,-2.9179878
92,0.663090169429779,0.5725710988044739,-2.721522
93,1.9206743240356445,0.9632144570350647,-9.779577
94,1.4223443269729614,0.8761860132217407,-6.982754
95,1.4807424545288086,0.8724135756492615,-7.310507
96,0.8069285750389099,0.6250141263008118,-3.5287995
97,2.225820779800415,1.067480206489563,-11.492177
98,2.0701494216918945,0.9964450597763062,-10.61849
99,1.241683840751648,0.7759914994239807,-5.9688168
