mse,mae,r2
0.2621195614337921,0.3787202835083008,0.62441576
0.263966828584671,0.39439108967781067,0.6217689
0.35106319189071655,0.4610689878463745,0.49697083
0.27697211503982544,0.39405518770217896,0.603134
0.3241688311100006,0.43981900811195374,0.53550696
0.2810470461845398,0.40698105096817017,0.59729505
0.28306686878204346,0.4020313322544098,0.5944009
0.27439194917678833,0.395957887172699,0.60683095
0.27828630805015564,0.39729923009872437,0.6012509
0.26921364665031433,0.39426955580711365,0.61425084
0.2863551378250122,0.40370821952819824,0.58968925
0.285998672246933,0.40452688932418823,0.59020007
0.2693636417388916,0.3912428021430969,0.61403596
0.30376365780830383,0.4257901608943939,0.56474507
0.28594011068344116,0.4072614312171936,0.590284
0.28914791345596313,0.41223639249801636,0.58568764
0.28904974460601807,0.4089687168598175,0.5858283
0.2994292080402374,0.42180344462394714,0.57095575
0.2744128108024597,0.40633705258369446,0.6068011
0.30609819293022156,0.4279252886772156,0.56139994
0.2773788571357727,0.39860108494758606,0.6025511
0.29618629813194275,0.4229738712310791,0.5756024
0.2907063961029053,0.41109293699264526,0.5834545
0.2778198719024658,0.40485361218452454,0.60191923
0.2752533257007599,0.4017074704170227,0.6055968
0.28425395488739014,0.40738484263420105,0.5927
0.287189245223999,0.41144949197769165,0.58849406
0.2641717195510864,0.3795366883277893,0.62147534
0.298456072807312,0.41782787442207336,0.57235014
0.2996264696121216,0.4239056408405304,0.57067317
0.28386080265045166,0.4052082300186157,0.5932633
0.29547759890556335,0.42037540674209595,0.57661796
0.27673467993736267,0.3985063135623932,0.60347414
0.2526063621044159,0.37571296095848083,0.638047
0.2862425148487091,0.40971609950065613,0.5898506
0.2818823456764221,0.40840184688568115,0.59609824
0.284842312335968,0.4076918959617615,0.59185696
0.2779305875301361,0.40059342980384827,0.6017606
0.2829734981060028,0.41080957651138306,0.59453475
0.29429179430007935,0.4101279675960541,0.57831705
0.326638400554657,0.4494866728782654,0.53196836
0.27094048261642456,0.3966290056705475,0.6117765
0.27197569608688354,0.39641109108924866,0.61029315
0.2455182820558548,0.3715755045413971,0.6482034
0.2847346067428589,0.4049556851387024,0.5920113
0.28281712532043457,0.40086475014686584,0.59475875
0.27141818404197693,0.3930310010910034,0.61109203
0.2798241078853607,0.39838847517967224,0.5990474
0.35567983984947205,0.4600708782672882,0.49035573
0.3390967845916748,0.4566621482372284,0.5141171
0.29183512926101685,0.41151663661003113,0.5818372
0.26626819372177124,0.3950559198856354,0.61847126
0.26481154561042786,0.39098718762397766,0.6205585
0.3004795014858246,0.41965046525001526,0.56945086
0.2840591073036194,0.40404483675956726,0.59297925
0.29069551825523376,0.41263440251350403,0.5834701
0.2640873193740845,0.38315123319625854,0.6215962
0.2976680397987366,0.4202166795730591,0.5734794
0.2698236405849457,0.39694854617118835,0.61337674
0.2914060354232788,0.4151031970977783,0.58245194
0.26754337549209595,0.3904818892478943,0.6166442
0.2760831415653229,0.3993970453739166,0.60440767
0.3079068958759308,0.429447740316391,0.55880827
0.31808391213417053,0.43440747261047363,0.54422593
0.29995834827423096,0.41922181844711304,0.5701976
0.26589447259902954,0.3922977149486542,0.61900675
0.27352601289749146,0.3938281536102295,0.6080718
0.31452834606170654,0.43622902035713196,0.54932064
0.31798651814460754,0.43424665927886963,0.54436547
0.28576070070266724,0.40965035557746887,0.590541
0.2788506746292114,0.40354207158088684,0.6004422
0.30500373244285583,0.4275898039340973,0.56296813
0.3041107654571533,0.4235542416572571,0.56424767
0.30771157145500183,0.4214288890361786,0.55908823
0.2915056645870209,0.4152953624725342,0.58230925
0.28053009510040283,0.4013611972332001,0.5980358
0.3053896129131317,0.41940727829933167,0.56241524
0.2759922444820404,0.3961014449596405,0.60453796
0.2802690267562866,0.40199586749076843,0.5984099
0.30299147963523865,0.4202936589717865,0.5658515
0.30555880069732666,0.4292636215686798,0.5621729
0.29260146617889404,0.40989089012145996,0.5807391
0.263376384973526,0.38537392020225525,0.6226149
0.29302388429641724,0.4201546311378479,0.5801338
0.30649837851524353,0.4215051829814911,0.56082654
0.32612624764442444,0.44370320439338684,0.5327023
0.2886751592159271,0.40970203280448914,0.586365
0.26169535517692566,0.39358609914779663,0.6250236
0.2786206007003784,0.394854873418808,0.6007718
0.293691486120224,0.41016390919685364,0.57917714
0.26702889800071716,0.3914797604084015,0.61738133
0.2749098837375641,0.3955269455909729,0.6060888
0.3054904341697693,0.42361924052238464,0.5622708
0.30913791060447693,0.43565860390663147,0.55704445
0.29560014605522156,0.41770222783088684,0.57644236
0.27273672819137573,0.39896664023399353,0.60920274
0.29908373951911926,0.4210777282714844,0.5714508
0.2856330871582031,0.4051383435726166,0.5907239
0.2837214171886444,0.4075661301612854,0.59346306
0.2696482837200165,0.39181751012802124,0.6136281
